,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,new_addition,go_id,updated_github_id,cran_id,pypi,gem_id,hex_id,bitbucket_id
237,Remote User Auth,REMOTE_USER authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_remote_user_authenticator,,hub-auth,13,False,cwaldbieser/jhub_remote_user_authenticator,jhub_remote_user_authenticator,,https://github.com/cwaldbieser/jhub_remote_user_authenticator,2015-11-04 03:17:18.000000,2020-04-02 12:59:46.000000,2019-04-16 20:10:44.000000,26.0,7.0,8.0,28.0,27.0,2018-09-27 22:26:32.000000,0.1.0,,321.0,3.0,0.0,,5.0,https://pypi.org/project/jhub_remote_user_authenticator,GPL-3.0,2018-09-27 22:26:32.000000,0.0,321.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
238,FargateSpawner,Spawns JupyterHub single user servers in Docker containers running in AWS Fargate.,https://github.com/uktrade/fargatespawner,,hub-spawners,13,False,uktrade/fargatespawner,fargatespawner,,https://github.com/uktrade/fargatespawner,2018-09-12 14:06:22.000000,2020-06-28 13:26:26.000000,2020-06-28 13:25:54.000000,17.0,4.0,4.0,23.0,59.0,2020-06-28 13:26:26.000000,0.0.25,,155.0,25.0,1.0,1.0,3.0,https://pypi.org/project/fargatespawner,MIT,2020-06-28 13:26:26.000000,,155.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
239,jdaviz,JWST astronomical data analysis tools in the Jupyter platform.,https://github.com/spacetelescope/jdaviz,,widgets,13,False,spacetelescope/jdaviz,jdaviz,,https://github.com/spacetelescope/jdaviz,2019-05-07 17:54:06.000000,2021-05-05 17:26:42.000000,2021-05-05 16:57:05.000000,21.0,178.0,106.0,20.0,,2020-10-08 16:53:13.000000,1.0.3,,263.0,7.0,,,19.0,https://pypi.org/project/jdaviz,BSD-3-Clause,2021-03-22 15:21:23.000000,,263.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
240,remote_ikernel,"All your Jupyter kernels, on all your machines, in one place.",https://github.com/tdaff/remote_ikernel,,kernels,13,False,tdaff/remote_ikernel,remote_ikernel,,https://github.com/tdaff/remote_ikernel,2017-07-11 14:29:42.000000,2020-11-08 22:41:49.000000,2020-11-08 22:02:16.000000,9.0,8.0,18.0,5.0,78.0,2017-08-10 16:57:34.000000,0.4.6,,498.0,18.0,4.0,,7.0,https://pypi.org/project/remote_ikernel,BSD-2-Clause,2017-08-10 16:57:34.000000,4.0,498.0,,,,3.0,,,,,,,,,,,,,,,,,,,,tdaff/remote_ikernel
241,Hash Authenticator,Authenticate users with passwords generated from their username.,https://github.com/thedataincubator/jupyterhub-hashauthenticator,,hub-auth,13,False,thedataincubator/jupyterhub-hashauthenticator,jupyterhub-hashauthenticator,,https://github.com/thedataincubator/jupyterhub-hashauthenticator,2017-08-18 19:18:33.000000,2021-03-09 21:34:23.000000,2021-03-09 21:34:14.000000,3.0,,,3.0,40.0,2021-03-09 21:29:56.000000,0.4.1,,76.0,6.0,,,3.0,https://pypi.org/project/jupyterhub-hashauthenticator,BSD-3-Clause,2021-03-09 21:29:56.000000,,76.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
242,jupyter-flex,Build dashboards using Jupyter Notebooks.,https://github.com/danielfrg/jupyter-flex,,notebook-sharing,12,True,danielfrg/jupyter-flex,,,https://github.com/danielfrg/jupyter-flex,2019-12-13 20:19:40.000000,2021-05-04 02:55:01.000000,2021-05-04 02:55:01.000000,24.0,4.0,28.0,174.0,,,,,,,22.0,22.0,2.0,,Apache-2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
243,ipylab,Control JupyterLab from Python Notebooks with Jupyter Widgets.,https://github.com/jtpio/ipylab,,lab-extensions,12,True,jtpio/ipylab,ipylab,conda-forge/ipylab,https://github.com/jtpio/ipylab,2019-11-15 19:52:12.000000,2021-04-25 11:57:37.000000,2021-04-25 11:21:26.000000,2.0,11.0,13.0,62.0,,2021-01-12 20:41:49.000000,0.4.1,,464.0,9.0,0.0,,2.0,https://pypi.org/project/ipylab,BSD-3-Clause,2021-01-12 20:41:49.000000,0.0,199.0,https://anaconda.org/conda-forge/ipylab,2021-01-12 20:58:22.772000,4783.0,3.0,,,,,,,,,,,,,,,,,,,,
244,nbcelltests,Cell-by-cell testing for production Jupyter notebooks in JupyterLab.,https://github.com/jpmorganchase/nbcelltests,,lab-extensions,12,True,jpmorganchase/nbcelltests,nbcelltests,,https://github.com/jpmorganchase/nbcelltests,2018-08-23 23:51:41.000000,2021-04-01 12:05:13.000000,2021-04-01 12:05:10.000000,16.0,31.0,82.0,59.0,,2020-10-05 14:26:51.696000,0.2.3,,125.0,17.0,,,7.0,https://pypi.org/project/nbcelltests,Apache-2.0,2020-10-05 14:26:38.000000,,47.0,,,,3.0,,,,,,jupyterlab_celltests,https://www.npmjs.com/package/jupyterlab_celltests,2020-10-05 14:26:51.696000,,78.0,,,,,,,,,,
245,JupyterLab Bytecode,JupyterLab extension to explore CPython Bytecode.,https://github.com/jtpio/jupyterlab-python-bytecode,,lab-extensions,12,True,jtpio/jupyterlab-python-bytecode,,,https://github.com/jtpio/jupyterlab-python-bytecode,2018-09-29 19:55:49.000000,2021-04-19 19:20:03.000000,2020-10-16 21:38:08.000000,5.0,2.0,3.0,57.0,114.0,2020-03-12 15:14:07.198000,1.0.0,,26.0,12.0,,,2.0,,BSD-3-Clause,,,,,,,3.0,,,,,,jupyterlab-python-bytecode,https://www.npmjs.com/package/jupyterlab-python-bytecode,2020-03-12 15:14:07.198000,,26.0,,,,,,,,,,
246,ipyp5,p5.js Jupyter Widget.,https://github.com/jtpio/ipyp5,,widgets,12,True,jtpio/ipyp5,ipyp5,,https://github.com/jtpio/ipyp5,2018-03-06 17:50:12.000000,2021-03-29 23:46:54.000000,2020-10-16 21:38:41.000000,4.0,4.0,,26.0,60.0,2019-07-06 21:45:12.000000,0.1.1,,21.0,2.0,,,2.0,https://pypi.org/project/ipyp5,BSD-3-Clause,2019-07-06 21:45:12.000000,,21.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
247,ipyaggrid,Jupyter widget - ag-grid in the notebook.,https://github.com/DGothrek/ipyaggrid,,widgets,12,False,DGothrek/ipyaggrid,ipyaggrid,,https://github.com/DGothrek/ipyaggrid,2019-05-06 04:24:26.000000,2020-05-18 20:53:45.000000,2019-05-06 04:27:05.000000,2.0,5.0,,13.0,47.0,2020-05-18 20:53:45.000000,0.2.1,,4190.0,38.0,4.0,,2.0,https://pypi.org/project/ipyaggrid,MIT,2020-05-18 20:53:45.000000,4.0,2905.0,,,,3.0,,,,,,ipyaggrid,https://www.npmjs.com/package/ipyaggrid,2020-05-18 20:48:40.582000,,1285.0,,,,,,,,,,
248,jupyter-nbrequirements,Dependency management and optimization in Jupyter Notebooks.,https://github.com/thoth-station/jupyter-nbrequirements,,jupyter-extensions,12,False,thoth-station/jupyter-nbrequirements,,,https://github.com/thoth-station/jupyter-nbrequirements,2019-06-25 06:48:06.000000,2021-05-01 19:33:24.000000,2021-03-02 08:18:22.000000,5.0,8.0,21.0,9.0,340.0,2019-12-09 18:41:20.000000,0.5.0,,,3.0,,,11.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
249,easyexplore,Toolbox for easy and effective data exploration in Python.,https://github.com/GianniBalistreri/easyexplore,,widgets,12,False,GianniBalistreri/easyexplore,easyexplore,,https://github.com/GianniBalistreri/easyexplore,2020-05-04 17:26:04.000000,2021-04-09 15:04:21.000000,2021-04-06 22:01:24.000000,1.0,,1.0,1.0,204.0,2021-04-09 15:04:21.000000,0.6.8,,498.0,59.0,1.0,1.0,3.0,https://pypi.org/project/easyexplore,GPL-3.0,2021-04-09 15:04:21.000000,0.0,498.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
250,evidently,Interactive reports to analyze machine learning models during validation or production monitoring.,https://github.com/evidentlyai/evidently,,widgets,11,True,evidentlyai/evidently,,,https://github.com/evidentlyai/evidently,2020-11-25 15:20:08.000000,2021-04-23 11:15:01.000000,2021-04-23 11:13:55.000000,32.0,8.0,6.0,446.0,,,,,,,2.0,2.0,4.0,,Apache-2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
251,ICSharp,C# kernel for Jupyter.,https://github.com/zabirauf/icsharp,,kernels,11,False,zabirauf/icsharp,,,https://github.com/zabirauf/icsharp,2014-09-22 07:57:50.000000,2018-09-23 04:19:46.000000,2018-09-23 04:19:45.000000,60.0,34.0,12.0,264.0,45.0,,,,,,,,10.0,,Apache-2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
252,xeus-sqlite,Jupyter kernel for SQLite.,https://github.com/jupyter-xeus/xeus-sqlite,,kernels,11,True,jupyter-xeus/xeus-sqlite,,,https://github.com/jupyter-xeus/xeus-sqlite,2020-03-11 11:24:36.000000,2021-04-13 21:26:27.000000,2021-04-13 21:26:23.000000,20.0,19.0,20.0,116.0,252.0,,,,,,,,11.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
253,jupyterlab-gitplus,JupyterLab extension to create GitHub commits & pull requests.,https://github.com/ReviewNB/jupyterlab-gitplus,,lab-extensions,11,False,ReviewNB/jupyterlab-gitplus,jupyterlab_gitplus,,https://github.com/ReviewNB/jupyterlab-gitplus,2020-03-05 13:43:58.000000,2021-01-05 22:46:27.000000,2020-04-15 13:08:42.000000,8.0,5.0,4.0,78.0,82.0,2020-04-15 13:10:56.000000,0.1.15,,664.0,6.0,,,2.0,https://pypi.org/project/jupyterlab_gitplus,AGPL-3.0,2020-04-15 13:10:56.000000,,61.0,,,,3.0,,,,,,@reviewnb/jupyterlab_gitplus,https://www.npmjs.com/package/@reviewnb/jupyterlab_gitplus,2020-04-14 14:45:55.472000,,603.0,,,,,,,,,,
254,jnotebook-reader,"An awesome viewer to browse and render Jupyter Notebooks from local, Amazon S3, Google Cloud Storage or MinIO.",https://github.com/line/jnotebook_reader,,notebook-sharing,11,True,line/jnotebook_reader,,,https://github.com/line/jnotebook_reader,2020-10-30 02:50:59.000000,2021-02-10 02:34:20.000000,2021-02-10 02:29:57.000000,11.0,,1.0,71.0,12.0,2021-02-10 02:34:21.000000,1.0.2,,,3.0,,,4.0,,Apache-2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
255,JupyterLab Flake8,A jupyterlab extension to email notebooks directly from JupyterLab.,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,11,True,timkpaine/jupyterlab_email,,,https://github.com/timkpaine/jupyterlab_email,2018-08-07 14:14:40.000000,2021-01-31 22:58:03.000000,2021-01-31 22:57:59.000000,6.0,5.0,30.0,61.0,,2020-06-25 16:29:14.000000,0.2.3,,695.0,18.0,,,1.0,,Apache-2.0,,,,,,,3.0,,,,,,jupyterlab-flake8,https://www.npmjs.com/package/jupyterlab-flake8,2020-03-31 21:26:14.814000,,695.0,,,,,,,,,,
256,JupyterLab Email,A jupyterlab extension to email notebooks directly from JupyterLab.,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,11,True,timkpaine/jupyterlab_email,jupyterlab_email,,https://github.com/timkpaine/jupyterlab_email,2018-08-07 14:14:40.000000,2021-01-31 22:58:03.000000,2021-01-31 22:57:59.000000,2.0,5.0,30.0,47.0,,2020-06-25 16:29:14.000000,0.2.3,,1145.0,14.0,,,1.0,https://pypi.org/project/jupyterlab_email,Apache-2.0,2019-06-30 05:06:14.000000,,77.0,,,,3.0,,,,,,jupyterlab_email,https://www.npmjs.com/package/jupyterlab_email,2020-06-25 16:28:34.913000,,1068.0,,,,,,,,,,
257,jupyterlab_commands,Add arbitrary python commands to the jupyterlab command palette.,https://github.com/timkpaine/jupyterlab_commands,,lab-extensions,11,True,timkpaine/jupyterlab_commands,,,https://github.com/timkpaine/jupyterlab_commands,2018-08-01 15:55:08.000000,2021-02-01 03:36:53.000000,2021-01-31 22:57:48.000000,5.0,2.0,19.0,32.0,,2021-01-03 13:27:37.000000,0.3.0,,,9.0,3.0,3.0,1.0,,Apache-2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
258,YarnSpawner,Spawn JupyterHub single user notebook servers in Hadoop/YARN containers.,https://github.com/jupyterhub/yarnspawner,,hub-spawners,11,False,jupyterhub/yarnspawner,jupyterhub-yarnspawner,conda-forge/jupyterhub-yarnspawner,https://github.com/jupyterhub/yarnspawner,2018-12-18 19:31:03.000000,2020-10-08 04:16:29.489000,2019-07-16 16:58:16.000000,8.0,4.0,4.0,18.0,37.0,2019-07-01 16:01:55.000000,0.4.0,,746.0,4.0,,,2.0,https://pypi.org/project/jupyterhub-yarnspawner,BSD-3-Clause,2019-07-01 16:01:55.000000,,30.0,https://anaconda.org/conda-forge/jupyterhub-yarnspawner,2020-10-08 04:16:29.489000,20070.0,3.0,,,,,,,,,,,,,,,,,,,,
259,CAS Authenticator,CAS authenticator for Jupyterhub.,https://github.com/cwaldbieser/jhub_cas_authenticator,,hub-auth,11,False,cwaldbieser/jhub_cas_authenticator,jhub_cas_authenticator,,https://github.com/cwaldbieser/jhub_cas_authenticator,2017-09-17 19:17:08.000000,2020-03-27 22:25:50.000000,2020-03-27 22:23:51.000000,10.0,1.0,10.0,15.0,40.0,2020-03-27 22:25:50.000000,1.0.2,,377.0,7.0,1.0,,4.0,https://pypi.org/project/jhub_cas_authenticator,GPL-3.0,2020-03-27 22:25:50.000000,1.0,377.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
260,Theme Toggle,JupyterLab extension to toggle the theme in the Top Bar area.,https://github.com/jtpio/jupyterlab-theme-toggle,,lab-themes,11,False,jtpio/jupyterlab-theme-toggle,,,https://github.com/jtpio/jupyterlab-theme-toggle,2019-07-27 08:45:07.000000,2020-12-04 23:06:05.000000,2020-11-06 21:10:43.000000,1.0,2.0,1.0,8.0,,2020-11-06 21:10:33.532000,0.6.1,,3070.0,7.0,2.0,2.0,,,BSD-3-Clause,,,,,,,3.0,,,,,,jupyterlab-theme-toggle,https://www.npmjs.com/package/jupyterlab-theme-toggle,2020-11-06 21:10:33.532000,,3070.0,,,,,,,,,,
261,jupyter2slides,Cloud Native Presentation Slides with Jupyter Notebook + Reveal.js.,https://github.com/datitran/jupyter2slides,,notebook-tools,10,False,datitran/jupyter2slides,,,https://github.com/datitran/jupyter2slides,2016-07-26 12:38:17.000000,2019-09-03 14:54:44.000000,2018-12-28 18:34:22.000000,168.0,11.0,4.0,765.0,11.0,,,,,,,,1.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
262,jupyter-manim,manim cell magic for IPython/Jupyter to show the output video.,https://github.com/krassowski/jupyter-manim,,magic,10,True,krassowski/jupyter-manim,,,https://github.com/krassowski/jupyter-manim,2019-05-22 14:18:39.000000,2021-02-05 05:42:05.000000,2021-02-05 05:42:04.000000,10.0,6.0,15.0,139.0,38.0,2020-04-12 11:15:09.000000,1.3,,,6.0,,,4.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
263,ipyannotate,Jupyter Widget for data annotation.,https://github.com/ipyannotate/ipyannotate,,widgets,10,False,ipyannotate/ipyannotate,ipyannotate,,https://github.com/ipyannotate/ipyannotate,2018-07-23 19:23:28.000000,2021-04-30 19:54:11.000000,2020-09-20 09:38:39.000000,8.0,4.0,,109.0,27.0,,,,50.0,2.0,,,3.0,https://pypi.org/project/ipyannotate,,2018-07-29 08:53:50.000000,,40.0,,,,3.0,,,,,,ipyannotate,https://www.npmjs.com/package/ipyannotate,2018-10-05 14:26:44.945000,,10.0,,,,,,,,,,
264,Nord Theme,JupyterLab - Nord Theme.,https://github.com/kenshohara/theme-nord-extension,,lab-themes,10,False,kenshohara/theme-nord-extension,,,https://github.com/kenshohara/theme-nord-extension,2019-06-11 02:09:21.000000,2020-09-20 09:11:33.000000,2020-09-20 09:10:43.000000,1.0,5.0,4.0,23.0,13.0,2020-09-20 07:58:25.186000,2.2.5,,46.0,7.0,,,1.0,,BSD-3-Clause,,,,,,,3.0,,,,,,@kenshohara/theme-nord-extension,https://www.npmjs.com/package/@kenshohara/theme-nord-extension,2020-09-20 07:58:25.186000,,46.0,,,,,,,,,,
265,Keberos Authenticator,A JupyterHub authenticator using Kerberos.,https://github.com/jupyterhub/kerberosauthenticator,,hub-auth,10,False,jupyterhub/kerberosauthenticator,jupyterhub-kerberosauthenticator,,https://github.com/jupyterhub/kerberosauthenticator,2019-04-17 18:01:36.000000,2019-07-16 16:57:42.000000,2019-07-16 16:57:24.000000,3.0,3.0,2.0,9.0,21.0,2019-07-01 16:04:40.000000,0.2.0,,55.0,2.0,,,2.0,https://pypi.org/project/jupyterhub-kerberosauthenticator,BSD-3-Clause,2019-07-01 16:04:40.000000,,55.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
266,Remote Authenticator,"A collection of JupyterHub Authenticators, including Header, Remote-User and Dummy, based on..",https://github.com/ucphhpc/jhub-authenticators,,hub-auth,10,True,rasmunk/jhub-authenticators,jhub-authenticators,,https://github.com/ucphhpc/jhub-authenticators,2017-12-20 14:46:18.000000,2021-02-03 20:38:01.000000,2021-02-03 19:25:30.000000,1.0,,,,178.0,2021-02-03 20:38:01.000000,0.3.1,,83.0,11.0,,,5.0,https://pypi.org/project/jhub-authenticators,GPL-3.0,2021-02-03 20:38:01.000000,,83.0,,,,3.0,,,,,,,,,,,,-2.0,,,ucphhpc/jhub-authenticators,,,,,
267,Vision UI,UI visual interface for fastai - now compatible with Google Colab.,https://github.com/asvcode/Vision_UI,,widgets,9,False,asvcode/Vision_UI,,,https://github.com/asvcode/Vision_UI,2019-05-23 04:53:03.000000,2020-07-05 04:00:59.000000,2020-07-05 04:00:59.000000,33.0,1.0,2.0,245.0,112.0,,,,,,,,3.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
268,JupyterLab Spark,Spark Application UI extension for JupyterLab.,https://github.com/manuzhang/jupyterlab_spark,,lab-extensions,9,False,manuzhang/jupyterlab_spark,,,https://github.com/manuzhang/jupyterlab_spark,2019-04-20 06:31:59.000000,2020-09-11 15:50:30.000000,2020-09-11 15:50:22.000000,2.0,1.0,3.0,7.0,18.0,2020-07-05 07:47:50.613000,0.3.1,,43.0,3.0,,,2.0,,Apache-2.0,,,,,,,3.0,,,,,,jupyterlab_spark,https://www.npmjs.com/package/jupyterlab_spark,2020-07-05 07:47:50.613000,,43.0,,,,,,,,,,
269,jupyterlab-executor,JupyterLab extension to execute the scripts from the file browser.,https://github.com/gavincyi/jupyterlab-executor,,lab-extensions,9,False,gavincyi/jupyterlab-executor,jupyterlab-executor,,https://github.com/gavincyi/jupyterlab-executor,2020-12-29 15:51:54.000000,2021-03-24 22:08:04.000000,2021-03-24 21:14:10.000000,,,1.0,4.0,,2021-03-24 21:39:03.790000,2021.1.6,,143.0,4.0,,,2.0,https://pypi.org/project/jupyterlab-executor,BSD-3-Clause,2021-03-24 21:26:53.000000,,105.0,,,,3.0,,,,,,@gavincyi/jupyterlab-executor,https://www.npmjs.com/package/@gavincyi/jupyterlab-executor,2021-03-24 21:39:03.790000,,38.0,,,,,,,,,,
270,Jupyter Black,Black formatter for Jupyter Notebook.,https://github.com/drillan/jupyter-black,,jupyter-extensions,8,True,drillan/jupyter-black,,,https://github.com/drillan/jupyter-black,2018-08-10 05:21:02.000000,2020-02-01 03:27:05.000000,2020-02-01 03:27:04.000000,12.0,8.0,11.0,334.0,10.0,,,,,,,,2.0,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
271,jupyterterminals,Jupyter plugin to support inline terminal shells along with buttons to control them.,https://github.com/willkessler/jupyterterminals,,jupyter-extensions,8,False,willkessler/jupyterterminals,,,https://github.com/willkessler/jupyterterminals,2020-03-08 16:36:18.000000,2021-03-31 08:49:35.000000,2020-04-28 05:44:18.000000,2.0,,1.0,7.0,39.0,,,,,,1.0,1.0,,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
272,Jupter-Notebook-REST-API,Run your jupyter notebooks as a REST API endpoint. This isn't a jupyter server but rather just a way to run your..,https://github.com/Invictify/Jupter-Notebook-REST-API,,notebook-tools,7,False,Invictify/Jupter-Notebook-REST-API,,,https://github.com/Invictify/Jupter-Notebook-REST-API,2020-03-31 22:48:04.000000,2021-03-31 19:31:42.000000,2020-03-31 23:00:06.000000,4.0,,,27.0,2.0,,,,,,,,2.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
273,ssh_ipykernel,A remote jupyter kernel via ssh.,https://github.com/bernhard-42/ssh_ipykernel,,kernels,7,False,bernhard-42/ssh_ipykernel,,,https://github.com/bernhard-42/ssh_ipykernel,2019-09-01 17:43:26.000000,2021-04-21 11:35:36.000000,2021-04-21 08:51:31.000000,1.0,,,4.0,79.0,,,,,,,,2.0,,MIT,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
274,SSH Authenticator,A simple SSH authenticator for JupyterHub.,https://github.com/andreas-h/sshauthenticator,,hub-auth,6,False,andreas-h/sshauthenticator,,,https://github.com/andreas-h/sshauthenticator,2019-09-03 10:20:22.000000,2019-09-03 15:17:32.000000,2019-09-03 15:17:07.000000,1.0,,,5.0,4.0,,,,,,,,,,BSD-3-Clause,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
275,kernel-relay,kernel-relay is a GraphQL service for interfacing with one or more Jupyter kernels.,https://github.com/nteract/kernel-relay,,kernels,5,False,nteract/kernel-relay,,,https://github.com/nteract/kernel-relay,2019-02-04 21:12:54.000000,2020-12-11 14:23:18.000000,2019-07-10 04:14:14.000000,5.0,10.0,2.0,9.0,12.0,,,,,,,,3.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
