,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,cran_id,go_id,gem_id,pypi,hex_id,bitbucket_id
39,nbval,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,25,True,computationalmodelling/nbval,nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,2015-04-09 09:40:33.000000,2021-01-27 08:24:42.000000,2021-01-27 08:24:41.000000,35.0,32.0,59.0,331.0,435.0,2019-12-16 15:02:26.000000,0.9.5,,24385.0,18.0,1083.0,907.0,26.0,https://pypi.org/project/nbval,BSD-3-Clause,2020-02-12 12:05:18.000000,176.0,21928.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985000,110582.0,2.0,,,,,,,,,,,,,,,,,,
40,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,25,True,jupyterhub/oauthenticator,oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,2014-09-23 21:37:06.000000,2021-01-28 13:37:19.000000,2020-12-14 09:53:23.000000,280.0,26.0,166.0,294.0,793.0,2020-11-30 11:35:59.000000,0.12.3,,7808.0,24.0,235.0,177.0,86.0,https://pypi.org/project/oauthenticator,BSD-3-Clause,2020-12-04 12:11:38.000000,58.0,7332.0,https://anaconda.org/conda-forge/oauthenticator,2020-12-04 15:19:49.591000,10004.0,1.0,,,,,,,,,,,,,,,,,,
41,Metakernel,Jupyter/IPython Kernel Tools.,https://github.com/Calysto/metakernel,,kernels,25,True,Calysto/metakernel,metakernel,conda-forge/metakernel,https://github.com/Calysto/metakernel,2014-08-24 20:53:45.000000,2020-11-11 18:56:46.728000,2020-11-09 20:39:40.000000,70.0,24.0,112.0,227.0,1066.0,2020-11-09 20:39:53.000000,0.27.5,,15358.0,88.0,491.0,397.0,26.0,https://pypi.org/project/metakernel,BSD-3-Clause,2020-11-09 20:39:53.000000,94.0,8387.0,https://anaconda.org/conda-forge/metakernel,2020-11-11 18:56:46.728000,397386.0,1.0,,,,,,,,,,,,,,,,,,
42,jupyter_server,"The backendi.e. core services, APIs, and REST endpointsto Jupyter web applications.",https://github.com/jupyter-server/jupyter_server,,components,25,True,jupyter-server/jupyter_server,jupyter_server,conda-forge/jupyter_server,https://github.com/jupyter-server/jupyter_server,2016-09-21 19:18:45.000000,2021-01-22 18:56:32.000000,2021-01-21 17:09:00.000000,89.0,52.0,95.0,204.0,11824.0,2021-01-15 00:59:54.000000,1.2.2,25.0,256566.0,26.0,,,426.0,https://pypi.org/project/jupyter_server,BSD-3-Clause,2018-07-31 14:15:16.000000,,251544.0,https://anaconda.org/conda-forge/jupyter_server,2021-01-19 21:49:54.186000,140591.0,3.0,,,,,,,,,,,,,,,,,,
43,Docker Stacks,Ready-to-run Docker images containing Jupyter applications.,https://github.com/jupyter/docker-stacks,,notebook-environments,24,True,jupyter/docker-stacks,,,https://github.com/jupyter/docker-stacks,2015-07-15 15:30:00.000000,2021-01-27 06:46:29.631238,2021-01-27 06:14:44.000000,2279.0,61.0,540.0,5935.0,1689.0,,,,93510.0,,,,186.0,,BSD-3-Clause,,,,,,,2.0,jupyter/scipy-notebook,https://hub.docker.com/r/jupyter/scipy-notebook,2021-01-27 06:46:29.631238,282.0,6171678.0,,,,,,,,,,,,,
44,nbdev,Create delightful python projects using Jupyter Notebooks.,https://github.com/fastai/nbdev,,notebook-tools,24,True,fastai/nbdev,nbdev,,https://github.com/fastai/nbdev,2019-11-18 17:37:35.000000,2021-01-27 02:02:52.000000,2021-01-27 02:02:46.000000,262.0,28.0,195.0,2559.0,1169.0,2021-01-19 17:27:34.000000,1.1.12,,20323.0,86.0,2.0,,55.0,https://pypi.org/project/nbdev,Apache-2.0,2021-01-19 17:27:34.000000,2.0,20323.0,,,,2.0,,,,,,,,,,,,,,,,,,
45,qgrid,"An interactive grid for sorting, filtering, and editing DataFrames in Jupyter notebooks.",https://github.com/quantopian/qgrid,,widgets,24,True,quantopian/qgrid,qgrid,conda-forge/qgrid,https://github.com/quantopian/qgrid,2014-09-30 04:33:20.000000,2020-10-30 18:13:29.000000,2020-04-07 18:56:49.000000,318.0,148.0,123.0,2513.0,405.0,2020-04-07 16:43:54.000000,1.3.1,,24075.0,73.0,127.0,1.0,30.0,https://pypi.org/project/qgrid,Apache-2.0,2020-04-07 16:43:54.000000,126.0,16052.0,https://anaconda.org/conda-forge/qgrid,2020-10-15 16:30:48.138000,235705.0,2.0,,,,,,qgrid,https://www.npmjs.com/package/qgrid,2017-07-08 00:42:37.705000,0.0,1289.0,,,,,,,,
46,ipyregulartable,"An ipywidget wrapper of regular-table for high performance, editable, stylable, lazy data model grids in jupyter and..",https://github.com/jpmorganchase/ipyregulartable,,widgets,24,True,jpmorganchase/ipyregulartable,ipyregulartable,,https://github.com/jpmorganchase/ipyregulartable,2020-06-15 21:45:08.000000,2021-01-17 03:27:28.000000,2021-01-17 03:27:27.000000,712.0,3.0,13.0,2079.0,,2021-01-08 04:41:11.000000,0.2.0,,153595.0,89.0,65.0,3.0,4.0,https://pypi.org/project/ipyregulartable,Apache-2.0,2021-01-08 04:41:11.000000,,46.0,,,,2.0,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2020-12-24 17:55:12.997000,62.0,153549.0,,,,,,,,
47,ipydagred3,ipywidgets library for drawing directed acyclic graphs in jupyterlab using dagre-d3.,https://github.com/timkpaine/ipydagred3,,widgets,24,True,timkpaine/ipydagred3,ipydagred3,,https://github.com/timkpaine/ipydagred3,2020-02-29 23:01:15.000000,2021-01-02 19:39:16.000000,2021-01-02 19:39:06.000000,712.0,4.0,13.0,2079.0,,2020-12-31 23:08:14.000000,0.3.0,,153811.0,89.0,69.0,7.0,3.0,https://pypi.org/project/ipydagred3,Apache-2.0,2020-12-31 23:08:14.000000,,262.0,,,,2.0,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2020-12-24 17:55:12.997000,62.0,153549.0,,,,,,,,
48,NBextensions Configurator,A jupyter notebook serverextension providing config interfaces for nbextensions.,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,,jupyter-extensions,24,True,jupyter-contrib/jupyter_nbextensions_configurator,jupyter_nbextensions_configurator,,https://github.com/Jupyter-contrib/jupyter_nbextensions_configurator,2016-06-24 22:29:05.000000,2021-01-11 10:02:27.000000,2020-03-01 13:46:17.000000,90.0,45.0,31.0,804.0,488.0,2018-12-29 12:36:16.000000,0.4.1,,84155.0,13.0,314.0,,17.0,https://pypi.org/project/jupyter_nbextensions_configurator,BSD-3-Clause,2018-12-29 12:36:16.000000,314.0,84155.0,,,,1.0,,,,,,,,,,,,,,,,,,
49,pythreejs,A Jupyter - Three.js bridge.,https://github.com/jupyter-widgets/pythreejs,,widgets,24,True,jupyter-widgets/pythreejs,pythreejs,conda-forge/pythreejs,https://github.com/jupyter-widgets/pythreejs,2013-12-23 17:02:11.000000,2021-01-19 14:26:57.000000,2020-10-09 09:41:09.000000,156.0,60.0,137.0,698.0,1594.0,2020-03-19 11:32:37.000000,2.2.1,,15513.0,42.0,36.0,15.0,24.0,https://pypi.org/project/pythreejs,BSD-3-Clause,2020-10-09 09:40:47.000000,13.0,5631.0,https://anaconda.org/conda-forge/pythreejs,2020-10-12 12:24:08.446000,261250.0,2.0,,,,,,jupyter-threejs,https://www.npmjs.com/package/jupyter-threejs,2020-03-19 11:22:13.041000,8.0,5217.0,,,,,,,,
50,KubeSpawner,Kubernetes spawner for JupyterHub.,https://github.com/jupyterhub/kubespawner,,hub-spawners,24,True,jupyterhub/kubespawner,jupyterhub-kubespawner,,https://github.com/jupyterhub/kubespawner,2015-11-21 07:02:52.000000,2021-01-28 00:10:04.000000,2021-01-19 08:55:42.000000,207.0,47.0,199.0,349.0,848.0,2020-10-23 04:05:40.000000,0.14.1,,3398.0,17.0,97.0,79.0,57.0,https://pypi.org/project/jupyterhub-kubespawner,BSD-3-Clause,2020-10-23 04:05:40.000000,18.0,3398.0,,,,1.0,,,,,,,,,,,,,,,,,,
51,jupyter-console,Jupyter Terminal Console.,https://github.com/jupyter/jupyter_console,,others,24,True,jupyter/jupyter_console,jupyter-console,,https://github.com/jupyter/jupyter_console,2015-04-09 06:58:55.000000,2020-11-06 12:19:59.000000,2020-08-27 23:32:32.000000,113.0,48.0,76.0,159.0,536.0,2020-08-28 19:47:01.000000,6.2.0,,5726209.0,13.0,0.0,,52.0,https://pypi.org/project/jupyter-console,BSD-3-Clause,2020-08-28 19:47:01.000000,0.0,5726209.0,,,,3.0,,,,,,,,,,,,,,,,,,
52,jupyter-server-proxy,Jupyter notebook server extension to proxy web services.,https://github.com/jupyterhub/jupyter-server-proxy,,jupyter-extensions,24,True,jupyterhub/jupyter-server-proxy,jupyter-server-proxy,conda-forge/jupyter-server-proxy,https://github.com/jupyterhub/jupyter-server-proxy,2016-10-18 22:02:06.000000,2021-01-25 09:08:04.000000,2021-01-25 09:08:03.000000,81.0,62.0,64.0,144.0,559.0,2021-01-10 20:03:31.000000,1.5.3,,34746.0,19.0,719.0,625.0,48.0,https://pypi.org/project/jupyter-server-proxy,BSD-3-Clause,2021-01-10 20:03:31.000000,94.0,25445.0,https://anaconda.org/conda-forge/jupyter-server-proxy,2021-01-10 22:34:38.550000,213943.0,1.0,,,,,,,,,,,,,,,,,,
53,facets-overview,Visualizations for machine learning datasets.,https://github.com/PAIR-code/facets,,widgets,23,True,pair-code/facets,facets-overview,,https://github.com/PAIR-code/facets,2017-07-07 14:03:03.000000,2020-10-27 19:51:23.000000,2020-10-27 19:51:22.000000,792.0,72.0,75.0,6481.0,259.0,2019-07-24 15:33:29.000000,0.9.1,,25845.0,4.0,38.0,38.0,27.0,https://pypi.org/project/facets-overview,Apache-2.0,2019-07-24 15:33:29.000000,,25845.0,,,,2.0,,,,,,,,,,,,,,,,,,
54,nbgrader,A system for assigning and grading notebooks.,https://github.com/jupyter/nbgrader,,jupyter-extensions,23,True,jupyter/nbgrader,nbgrader,conda-forge/nbgrader,https://github.com/jupyter/nbgrader,2014-09-13 03:27:36.000000,2021-01-14 00:00:44.000000,2020-11-09 11:21:07.000000,251.0,173.0,555.0,979.0,2892.0,2019-11-07 21:56:26.000000,0.6.1,,3023.0,23.0,18.0,,78.0,https://pypi.org/project/nbgrader,BSD-3-Clause,2019-11-07 21:54:11.000000,18.0,1410.0,https://anaconda.org/conda-forge/nbgrader,2020-04-03 14:56:13.923000,77453.0,2.0,,,,,,,,,,,,,,,,,,
55,DataLab,Interactive tools and developer experiences for Big Data on Google Cloud Platform.,https://github.com/googledatalab/datalab,,notebook-environments,23,True,googledatalab/datalab,datalab,,https://github.com/googledatalab/datalab,2014-08-06 18:37:34.000000,2020-09-09 05:30:44.000000,2020-09-09 05:30:42.000000,240.0,220.0,666.0,951.0,2053.0,2020-03-25 23:36:46.000000,1.2.0,,20167.0,18.0,12.0,,51.0,https://pypi.org/project/datalab,Apache-2.0,2020-03-25 23:36:46.000000,12.0,20167.0,,,,3.0,,,,,,,,,,,,,,,,,,
56,JupyterLab Debugger,"A visual debugger for Jupyter notebooks, consoles, and source files.",https://github.com/jupyterlab/debugger,,lab-extensions,23,True,jupyterlab/debugger,,,https://github.com/jupyterlab/debugger,2019-07-19 18:19:17.000000,2021-01-14 18:36:44.617000,2020-12-14 09:10:30.000000,30.0,19.0,238.0,447.0,1170.0,2021-01-14 18:36:44.617000,3.0.4,,48661.0,69.0,13.0,13.0,11.0,,BSD-3-Clause,,,,,,,1.0,,,,,,@jupyterlab/debugger,https://www.npmjs.com/package/@jupyterlab/debugger,2021-01-14 18:36:44.617000,0.0,48661.0,,,,,,,,
57,DockerSpawner,Spawns JupyterHub single user servers in Docker containers.,https://github.com/jupyterhub/dockerspawner,,hub-spawners,23,True,jupyterhub/dockerspawner,dockerspawner,conda-forge/dockerspawner,https://github.com/jupyterhub/dockerspawner,2014-09-26 20:08:26.000000,2020-12-14 10:59:19.000000,2020-12-09 10:40:22.000000,252.0,107.0,124.0,363.0,540.0,2019-03-01 13:18:32.000000,0.11.1,,2858.0,13.0,98.0,84.0,59.0,https://pypi.org/project/dockerspawner,BSD-3-Clause,2019-04-25 09:02:42.000000,14.0,2594.0,https://anaconda.org/conda-forge/dockerspawner,2019-04-26 00:50:54.465000,6885.0,2.0,,,,,,,,,,,,,,,,,,
58,nbgitpuller,Jupyter server extension to sync a git repository one-way to a local path.,https://github.com/jupyterhub/nbgitpuller,,jupyter-extensions,23,True,jupyterhub/nbgitpuller,nbgitpuller,conda-forge/nbgitpuller,https://github.com/jupyterhub/nbgitpuller,2017-05-24 19:41:10.000000,2021-01-08 07:13:23.000000,2021-01-08 07:12:27.000000,44.0,33.0,55.0,125.0,335.0,2020-08-01 12:38:50.000000,0.9.0,,9516.0,13.0,267.0,252.0,20.0,https://pypi.org/project/nbgitpuller,BSD-3-Clause,2020-08-01 12:38:50.000000,15.0,8790.0,https://anaconda.org/conda-forge/nbgitpuller,2020-08-01 13:34:29.631000,13811.0,2.0,,,,,,,,,,,,1.0,,,,,,
59,nbviewer,nbconvert as a web service: Render Jupyter Notebooks as static web pages.,https://github.com/jupyter/nbviewer,,notebook-sharing,22,True,jupyter/nbviewer,,,https://github.com/jupyter/nbviewer,2012-08-05 11:42:33.000000,2020-12-02 09:25:43.416709,2020-12-02 09:03:55.000000,474.0,144.0,399.0,1812.0,1382.0,,,,14359.0,,5.0,5.0,83.0,,BSD-3-Clause,,,,,,,2.0,jupyter/nbviewer,https://hub.docker.com/r/jupyter/nbviewer,2020-12-02 09:25:43.416709,25.0,1450332.0,,,,,,,,,,,,,
60,docker-python,Kaggle Python docker image.,https://github.com/Kaggle/docker-python,,notebook-environments,22,True,kaggle/docker-python,,,https://github.com/Kaggle/docker-python,2015-04-14 01:45:38.000000,2021-01-27 14:46:15.000000,2021-01-26 19:59:53.000000,672.0,15.0,232.0,1685.0,1834.0,2021-01-26 23:23:05.000000,01c86d6f219a3e18705cba6a0dd085e2d0aa7b015d8198e15d49f484965f9c6c,,2731.0,31.0,,,138.0,,Apache-2.0,,,,,,,3.0,kaggle/python,https://hub.docker.com/r/kaggle/python,2021-01-26 23:45:06.661950,147.0,188441.0,,,,,,,,,,,,,
61,IJavascript,IJavascript is a javascript kernel for the Jupyter notebook.,https://github.com/n-riesco/ijavascript,,kernels,22,True,n-riesco/ijavascript,,,https://github.com/n-riesco/ijavascript,2015-02-02 15:46:34.000000,2020-12-02 16:36:07.000000,2020-12-02 16:32:55.000000,121.0,49.0,145.0,1491.0,323.0,2019-09-26 17:24:18.653000,5.2.0,,2154.0,32.0,79.0,41.0,14.0,,BSD-3-Clause,,,,,,,1.0,,,,,,ijavascript,https://www.npmjs.com/package/ijavascript,2019-09-26 17:24:18.653000,38.0,2154.0,,,,,,,,
62,JupyterLab LSP,Language Server Protocol integration for JupyterLab (code navigation + hover suggestions + linters + autocompletion +..,https://github.com/krassowski/jupyterlab-lsp,,lab-extensions,22,True,krassowski/jupyterlab-lsp,,,https://github.com/krassowski/jupyterlab-lsp,2019-08-17 11:34:22.000000,2021-01-26 15:09:42.000000,2021-01-24 15:52:52.000000,47.0,91.0,177.0,707.0,1748.0,2021-01-24 15:56:05.000000,3.2.0,,17691.0,47.0,3.0,1.0,17.0,,BSD-3-Clause,,,,,,,1.0,,,,,,@krassowski/jupyterlab-lsp,https://www.npmjs.com/package/@krassowski/jupyterlab-lsp,2021-01-06 16:59:44.148000,2.0,17691.0,,,,,,,,
63,jupyter-dash,Develop Dash apps in the Jupyter Notebook and JupyterLab.,https://github.com/plotly/jupyter-dash,,widgets,22,True,plotly/jupyter-dash,jupyter-dash,,https://github.com/plotly/jupyter-dash,2020-04-26 18:43:59.000000,2021-01-22 17:02:58.000000,2021-01-22 17:01:16.000000,83.0,24.0,13.0,408.0,119.0,2021-01-22 17:07:52.000000,0.4.0,58.0,6329.0,12.0,217.0,217.0,3.0,https://pypi.org/project/jupyter-dash,MIT,2021-01-22 17:02:58.000000,0.0,6322.0,,,,2.0,,,,,,,,,,,,,,,,,,
64,ipycanvas,Interactive Canvas in Jupyter.,https://github.com/martinRenou/ipycanvas,,widgets,22,True,martinRenou/ipycanvas,ipycanvas,conda-forge/ipycanvas,https://github.com/martinRenou/ipycanvas,2019-07-06 12:55:29.000000,2021-01-27 07:22:28.000000,2021-01-27 07:21:28.000000,32.0,22.0,53.0,407.0,321.0,2021-01-20 17:26:18.000000,0.8.2,,2544.0,24.0,77.0,77.0,9.0,https://pypi.org/project/ipycanvas,BSD-3-Clause,2021-01-20 17:26:18.000000,0.0,1535.0,https://anaconda.org/conda-forge/ipycanvas,2021-01-20 17:56:51.201000,16157.0,2.0,,,,,,,,,,,,,,,,,,
65,JupyterLab Dash,An Extension for the Interactive development of Dash apps in JupyterLab.,https://github.com/plotly/jupyterlab-dash,,lab-renderer,22,True,plotly/jupyterlab-dash,jupyterlab-dash,,https://github.com/plotly/jupyterlab-dash,2018-11-07 19:47:52.000000,2021-01-22 17:06:54.671000,2020-05-19 11:44:34.000000,82.0,23.0,8.0,405.0,41.0,2021-01-22 17:06:54.671000,0.4.0,,45848.0,10.0,96.0,95.0,7.0,https://pypi.org/project/jupyterlab-dash,MIT,2019-07-13 16:38:26.000000,1.0,611.0,,,,1.0,,,,,,jupyterlab-dash,https://www.npmjs.com/package/jupyterlab-dash,2021-01-22 17:06:54.671000,,45237.0,,3.0,,,,,,
66,vega,IPython/Jupyter notebook module for Vega and Vega-Lite.,https://github.com/vega/ipyvega,,widgets,22,True,vega/ipyvega,vega,conda-forge/vega,https://github.com/vega/ipyvega,2015-08-04 03:22:47.000000,2021-01-11 12:24:54.000000,2021-01-11 12:24:51.000000,46.0,8.0,79.0,293.0,473.0,2020-05-15 23:40:02.000000,3.4.0,,20799.0,37.0,148.0,,9.0,https://pypi.org/project/vega,BSD-3-Clause,2020-05-15 23:40:02.000000,148.0,13959.0,https://anaconda.org/conda-forge/vega,2020-12-10 15:03:57.175000,376200.0,2.0,,,,,,,,,,,,,,,,,,
67,LDAP Authenticator,LDAP Authenticator Plugin for Jupyter.,https://github.com/jupyterhub/ldapauthenticator,,hub-auth,22,True,jupyterhub/ldapauthenticator,jupyterhub-ldapauthenticator,conda-forge/jupyterhub-ldapauthenticator,https://github.com/jupyterhub/ldapauthenticator,2016-01-17 05:11:49.000000,2021-01-26 18:12:18.000000,2020-12-14 10:15:47.000000,143.0,53.0,72.0,142.0,162.0,2020-08-28 12:01:56.000000,1.3.2,,3420.0,9.0,69.0,62.0,28.0,https://pypi.org/project/jupyterhub-ldapauthenticator,BSD-3-Clause,2020-08-28 12:01:56.000000,7.0,2897.0,https://anaconda.org/conda-forge/jupyterhub-ldapauthenticator,2020-08-28 14:10:52.507000,16213.0,1.0,,,,,,,,,,,,,,,,,,
68,ipydatawidgets,A set of widgets to help facilitate reuse of large datasets across widgets.,https://github.com/vidartf/ipydatawidgets,,widgets,22,False,vidartf/ipydatawidgets,ipydatawidgets,conda-forge/ipydatawidgets,https://github.com/vidartf/ipydatawidgets,2017-07-31 17:37:26.000000,2021-01-06 10:43:12.012000,2021-01-04 10:18:53.000000,6.0,5.0,4.0,23.0,266.0,2021-01-04 10:18:03.000000,4.2.0,,9911.0,16.0,262.0,236.0,5.0,https://pypi.org/project/ipydatawidgets,BSD-3-Clause,2021-01-04 10:18:03.000000,26.0,7697.0,https://anaconda.org/conda-forge/ipydatawidgets,2021-01-06 10:43:12.012000,68642.0,2.0,,,,,,,,,,,,,,,,,,
69,commuter,Notebook sharing hub.,https://github.com/nteract/commuter,,notebook-sharing,21,True,nteract/commuter,,,https://github.com/nteract/commuter,2017-01-03 22:23:32.000000,2021-01-27 21:54:50.000000,2021-01-27 21:54:49.000000,540.0,47.0,36.0,5394.0,610.0,2020-07-17 00:15:20.654000,5.10.1,,182.0,70.0,3.0,3.0,27.0,,BSD-3-Clause,,,,,,,2.0,,,,,,@nteract/commuter,https://www.npmjs.com/package/@nteract/commuter,2020-07-17 00:15:20.654000,,182.0,,,,,,,,
70,Knowledge Repo,A next-generation curated knowledge sharing platform for data scientists and other technical professions.,https://github.com/airbnb/knowledge-repo,,notebook-sharing,21,True,airbnb/knowledge-repo,knowledge-repo,,https://github.com/airbnb/knowledge-repo,2016-08-17 23:32:50.000000,2021-01-20 07:28:10.000000,2021-01-20 02:55:37.000000,635.0,131.0,159.0,4625.0,573.0,2021-01-20 07:28:10.000000,0.9.0,,272.0,30.0,1.0,,57.0,https://pypi.org/project/knowledge-repo,Apache-2.0,2021-01-20 07:28:10.000000,1.0,272.0,,,,2.0,,,,,,,,,,,,,,,,,,
71,IHaskell,A Haskell kernel for IPython.,https://github.com/gibiansky/IHaskell,,kernels,21,True,gibiansky/IHaskell,,,https://github.com/gibiansky/IHaskell,2013-08-26 07:16:09.000000,2020-11-23 12:57:02.000000,2020-11-23 12:56:57.000000,231.0,38.0,653.0,2218.0,1877.0,2018-08-01 13:12:37.900000,0.0.5,,36.0,5.0,4.0,4.0,99.0,,MIT,,,,,,,1.0,,,,,,ihaskell_jupyterlab,https://www.npmjs.com/package/ihaskell_jupyterlab,2018-08-01 13:12:37.900000,,36.0,,,,,,,,
72,IRkernel,R kernel for Jupyter.,https://github.com/IRkernel/IRkernel,,kernels,21,True,IRkernel/IRkernel,,r/r-irkernel,https://github.com/IRkernel/IRkernel,2014-02-26 02:57:07.000000,2021-01-27 06:45:30.119926,2020-10-17 12:25:15.000000,276.0,41.0,491.0,1396.0,572.0,2020-07-20 12:11:32.000000,1.1.1,,3908.0,15.0,,,38.0,,MIT,,,,https://anaconda.org/r/r-irkernel,2020-03-10 23:18:20.173000,25765.0,1.0,jupyter/r-notebook,https://hub.docker.com/r/jupyter/r-notebook,2021-01-27 06:45:30.119926,36.0,293478.0,,,,,,,,IRkernel,,,,,
73,notedown,Markdown = IPython Notebook.,https://github.com/aaren/notedown,,notebook-sharing,21,False,aaren/notedown,notedown,conda-forge/notedown,https://github.com/aaren/notedown,2014-02-17 17:28:59.000000,2020-11-03 15:07:00.000000,2017-11-16 19:29:56.000000,83.0,37.0,29.0,753.0,264.0,2017-11-16 17:59:43.000000,1.5.1,,3660.0,26.0,130.0,110.0,7.0,https://pypi.org/project/notedown,BSD-2-Clause,2017-11-16 17:59:43.000000,20.0,2669.0,https://anaconda.org/conda-forge/notedown,2018-06-07 01:28:24.567000,30747.0,2.0,,,,,,,,,,,,,,,,,,
74,Variable Inspector,Variable Inspector extension for Jupyterlab.,https://github.com/lckr/jupyterlab-variableInspector,,lab-extensions,21,True,lckr/jupyterlab-variableInspector,,,https://github.com/lckr/jupyterlab-variableInspector,2018-06-13 18:16:02.000000,2021-01-26 15:10:11.000000,2021-01-26 15:10:10.000000,68.0,34.0,95.0,720.0,159.0,2021-01-20 16:38:35.000000,3.0.6,,17255.0,7.0,3.0,3.0,16.0,,BSD-3-Clause,,,,,,,2.0,,,,,,@lckr/jupyterlab_variableinspector,https://www.npmjs.com/package/@lckr/jupyterlab_variableinspector,2020-05-29 14:50:45.861000,,17255.0,,,,,,,,
75,gmaps,Google maps for Jupyter notebooks.,https://github.com/pbugnion/gmaps,,widgets,21,False,pbugnion/gmaps,gmaps,conda-forge/gmaps,https://github.com/pbugnion/gmaps,2014-12-01 09:12:06.000000,2020-10-13 07:09:18.000000,2019-07-22 06:22:45.000000,141.0,63.0,135.0,697.0,1380.0,2019-07-21 08:49:48.715000,0.9.0,,9129.0,93.0,38.0,1.0,16.0,https://pypi.org/project/gmaps,BSD-3-Clause,2019-07-20 07:47:04.000000,37.0,3198.0,https://anaconda.org/conda-forge/gmaps,2019-08-02 11:56:50.940000,202177.0,2.0,,,,,,jupyter-gmaps,https://www.npmjs.com/package/jupyter-gmaps,2019-07-21 08:49:48.715000,,1337.0,,,,,,,,
76,Apache Toree,Jupyter kernel for Apache Spark.,https://github.com/apache/incubator-toree,,kernels,21,True,apache/incubator-toree,toree,,https://github.com/apache/incubator-toree,2016-01-07 08:00:06.000000,2020-09-28 04:37:49.000000,2020-08-23 17:51:13.000000,211.0,12.0,,664.0,1128.0,2018-11-12 20:46:34.000000,0.4.0,,5741.0,13.0,9.0,,101.0,https://pypi.org/project/toree,Apache-2.0,2020-08-01 16:46:23.000000,9.0,5741.0,,,,1.0,,,,,,,,,,,,,,,,,,
77,Stencila,Living documents for reproducible research.,https://github.com/stencila/stencila,,notebook-sharing,21,True,stencila/stencila,,,https://github.com/stencila/stencila,2012-05-31 02:43:31.000000,2021-01-20 05:03:16.000000,2021-01-20 04:08:21.000000,37.0,10.0,445.0,583.0,2664.0,2020-11-06 15:20:07.000000,0.34.3,1156.0,456.0,75.0,21.0,13.0,19.0,,Apache-2.0,,,,,,,2.0,stencila/cloud,https://hub.docker.com/r/stencila/cloud,2019-04-08 04:14:51.284193,,16458.0,stencila,https://www.npmjs.com/package/stencila,2020-11-06 15:20:04.059000,8.0,284.0,,,,,,,,
78,Code Formatter,A universal code formatter for JupyterLab.,https://github.com/ryantam626/jupyterlab_code_formatter,,lab-extensions,21,True,ryantam626/jupyterlab_code_formatter,jupyterlab_code_formatter,,https://github.com/ryantam626/jupyterlab_code_formatter,2018-08-12 20:50:17.000000,2021-01-27 17:34:10.000000,2021-01-23 11:47:49.000000,34.0,12.0,106.0,385.0,324.0,2021-01-16 12:54:48.000000,1.4.2,,28252.0,46.0,2.0,,27.0,https://pypi.org/project/jupyterlab_code_formatter,MIT,2021-01-16 12:54:48.000000,2.0,12803.0,,,,2.0,,,,,,@ryantam626/jupyterlab_code_formatter,https://www.npmjs.com/package/@ryantam626/jupyterlab_code_formatter,2021-01-16 12:53:58.968000,,15449.0,,,,,,,,
79,ipysheet,Jupyter handsontable integration.,https://github.com/QuantStack/ipysheet,,widgets,21,True,QuantStack/ipysheet,ipysheet,conda-forge/ipysheet,https://github.com/QuantStack/ipysheet,2017-07-10 13:46:31.000000,2020-12-11 01:50:40.000000,2020-04-30 08:50:34.000000,48.0,56.0,46.0,382.0,282.0,2020-04-30 08:53:17.000000,0.4.4,,9264.0,21.0,12.0,3.0,8.0,https://pypi.org/project/ipysheet,MIT,2020-04-30 08:53:17.000000,9.0,4053.0,https://anaconda.org/conda-forge/ipysheet,2020-10-12 16:07:52.593000,27254.0,2.0,,,,,,ipysheet,https://www.npmjs.com/package/ipysheet,2020-04-30 08:49:24.146000,,4076.0,,,,,,,,
80,Appmode,A Jupyter extensions that turns notebooks into web applications.,https://github.com/oschuett/appmode,,jupyter-extensions,21,True,oschuett/appmode,appmode,conda-forge/appmode,https://github.com/oschuett/appmode,2017-03-17 13:33:53.000000,2021-01-24 17:12:41.412000,2020-06-09 08:15:17.000000,58.0,4.0,46.0,351.0,95.0,2020-06-09 08:23:50.000000,0.8.0,,4648.0,16.0,267.0,248.0,8.0,https://pypi.org/project/appmode,MIT,2020-06-09 08:23:50.000000,19.0,2062.0,https://anaconda.org/conda-forge/appmode,2021-01-24 17:12:41.412000,98291.0,2.0,,,,,,,,,,,,1.0,,,,,,
