,name,description,homepage,resource,category,projectrank,show,pypi_id,github_id,conda_id,github_url,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,pypi_latest_release_published_at,pypi_dependent_project_count,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,conda_dependent_project_count,updated_github_id,trending,pypi,cran_id,go_id,go_url,go_latest_release_published_at,go_dependent_project_count,gem_id,hex_id,docs_url,bitbucket_id
208,JupyterLab Spreadsheet,"JupyterLab plugin for viewing spreadsheets, such as Excel .xls/.xlsx workbooks and OpenOffice .ods files.",https://github.com/quigleyj97/jupyterlab-spreadsheet,,lab-renderer,15,False,,quigleyj97/jupyterlab-spreadsheet,,https://github.com/quigleyj97/jupyterlab-spreadsheet,BSD-3-Clause,2018-10-13 22:51:03.000,2023-05-06 22:45:04.000000,2022-07-18 18:08:51,129.0,,15.0,8.0,37.0,9.0,18.0,185.0,2021-07-17 23:45:44.000,0.4.1,,1444.0,5.0,6.0,6.0,4.0,,,,,,3.0,jupyterlab-spreadsheet,,,https://www.npmjs.com/package/jupyterlab-spreadsheet,,,1444.0,,,,,,,,,,,,,,,,,,
209,igv.js widget,Extension for Jupyter which integrates igv.js.,https://github.com/g2nb/igv-jupyter,,widgets,15,True,igv-jupyter,igvteam/igv-jupyter,,https://github.com/g2nb/igv-jupyter,MIT,2016-07-21 18:44:38.000,2023-01-03 21:53:51.000000,2023-01-03 21:53:51,140.0,,15.0,14.0,8.0,,41.0,155.0,2022-06-14 16:29:11.000,2.0.1,,125.0,10.0,16.0,14.0,5.0,https://pypi.org/project/igv-jupyter,125.0,,,,3.0,,2022-06-14 16:29:11.000,2.0,,,,,,,,,,,g2nb/igv-jupyter,,,,,,,,,,,
210,ipycache,Defines a %%cache cell magic in the IPython notebook to cache results of long-lasting computations in a persistent..,https://github.com/rossant/ipycache,,magic,15,False,ipycache,rossant/ipycache,conda-forge/ipycache,https://github.com/rossant/ipycache,BSD-3-Clause,2013-10-08 13:16:17.000,2023-06-16 13:16:28.691000,2022-08-22 19:50:43,113.0,,25.0,10.0,35.0,17.0,22.0,138.0,,,,947.0,5.0,29.0,29.0,10.0,https://pypi.org/project/ipycache,75.0,https://anaconda.org/conda-forge/ipycache,2023-06-16 13:16:28.691,80260.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
211,jupyterlab-sparkmonitor,JupyterLab extension that enables monitoring launched Apache Spark jobs from within a notebook.,https://github.com/itsjafer/jupyterlab-sparkmonitor,,lab-extensions,15,False,jupyterlab-sparkmonitor,itsjafer/jupyterlab-sparkmonitor,,https://github.com/itsjafer/jupyterlab-sparkmonitor,Apache-2.0,2020-03-12 20:59:01.000,2022-12-27 15:34:10.000000,2022-04-01 16:32:30,275.0,,25.0,7.0,24.0,8.0,8.0,91.0,,,,11426.0,,3.0,3.0,10.0,https://pypi.org/project/jupyterlab-sparkmonitor,11377.0,,,,3.0,jupyterlab_sparkmonitor,,,https://www.npmjs.com/package/jupyterlab_sparkmonitor,,,42.0,itsjafer/sparkmonitor,https://hub.docker.com/r/itsjafer/sparkmonitor,2021-06-02 17:02:44.488613,,343.0,,,,,,,,,,,,,
212,niwidgets,Neuroimaging widgets for jupyter notebooks.,https://github.com/nipy/niwidgets,,widgets,15,False,niwidgets,nipy/niwidgets,,https://github.com/nipy/niwidgets,Apache-2.0,2017-09-11 22:20:27.000,2022-12-08 05:01:00.000000,2020-03-24 14:27:42,242.0,,33.0,10.0,53.0,25.0,17.0,82.0,2019-04-23 08:43:52.000,0.2.2,,79.0,5.0,31.0,31.0,16.0,https://pypi.org/project/niwidgets,79.0,,,,3.0,,2019-04-23 08:43:52.000,,,,,,,,,,,,,,,,,,,,,,,
213,nbcelltests,Cell-by-cell testing for production Jupyter notebooks in JupyterLab.,https://github.com/jpmorganchase/nbcelltests,,lab-extensions,15,False,nbcelltests,jpmorganchase/nbcelltests,conda-forge/nbcelltests,https://github.com/jpmorganchase/nbcelltests,Apache-2.0,2018-08-23 23:51:41.000,2023-07-19 00:59:43.000000,2022-12-07 17:04:39,570.0,,20.0,11.0,149.0,31.0,85.0,81.0,2020-10-05 14:23:28.000,0.2.3,,238.0,11.0,3.0,3.0,7.0,https://pypi.org/project/nbcelltests,18.0,https://anaconda.org/conda-forge/nbcelltests,2023-06-16 19:19:22.434,8762.0,3.0,jupyterlab_celltests,,,https://www.npmjs.com/package/jupyterlab_celltests,,,21.0,,,,,,,,,,,,,,,,,,
214,Altair Viewer,Viewer for Altair and Vega-Lite visualizations.,https://github.com/altair-viz/altair_viewer,,widgets,15,True,altair_viewer,altair-viz/altair_viewer,conda-forge/altair_viewer,https://github.com/altair-viz/altair_viewer,BSD-3-Clause,2019-12-20 14:32:14.000,2023-06-16 19:17:31.930000,2023-05-02 16:09:30,149.0,,11.0,7.0,48.0,8.0,5.0,79.0,2021-11-06 14:18:45.000,0.4.0,,28359.0,5.0,,,3.0,https://pypi.org/project/altair_viewer,26719.0,https://anaconda.org/conda-forge/altair_viewer,2023-06-16 19:17:31.930,78767.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
215,JupyterLab Autoversion,Automatically version jupyter notebooks in JupyterLab.,https://github.com/timkpaine/jupyterlab_autoversion,,lab-extensions,15,True,jupyterlab_autoversion,timkpaine/jupyterlab_autoversion,conda-forge/jupyterlab_autoversion,https://github.com/timkpaine/jupyterlab_autoversion,Apache-2.0,2018-08-23 23:49:52.000,2023-12-18 14:29:38.000000,2023-12-18 14:29:36,315.0,6.0,9.0,6.0,86.0,5.0,29.0,70.0,2022-04-11 15:35:12.000,0.3.6,,553.0,12.0,,,5.0,https://pypi.org/project/jupyterlab_autoversion,96.0,https://anaconda.org/conda-forge/jupyterlab_autoversion,2023-06-16 19:19:04.178,18140.0,3.0,jupyterlab_autoversion,,,https://www.npmjs.com/package/jupyterlab_autoversion,,,45.0,,,,,,,,,,,,,,,,,,
216,jupyterlab-sos,"Jupyterlab extension for SoS Polyglot Notebook and Workflow Engine, allows multiple kernels in one notebook.",https://github.com/vatlab/jupyterlab-sos,,lab-extensions,15,True,jupyterlab-sos,vatlab/jupyterlab-sos,conda-forge/jupyterlab-sos,https://github.com/vatlab/jupyterlab-sos,BSD-3-Clause,2018-03-20 16:07:18.000,2023-10-23 20:14:31.000000,2023-09-30 16:16:13,333.0,,6.0,4.0,6.0,11.0,52.0,67.0,2019-09-02 19:30:02.000,0.5.0,,951.0,15.0,3.0,3.0,4.0,https://pypi.org/project/jupyterlab-sos,234.0,https://anaconda.org/conda-forge/jupyterlab-sos,2023-06-16 16:17:01.985,32622.0,3.0,jupyterlab-sos,,,https://www.npmjs.com/package/jupyterlab-sos,,,90.0,,,,,,,,,,,,,,,,,,
217,ipyscales,A widget library for scales.,https://github.com/vidartf/ipyscales,,widgets,15,False,ipyscales,vidartf/ipyscales,conda-forge/ipyscales,https://github.com/vidartf/ipyscales,BSD-3-Clause,2017-08-24 20:16:19.000,2023-06-16 16:11:22.840000,2022-09-01 10:51:55,178.0,,4.0,3.0,23.0,2.0,4.0,13.0,2022-09-01 10:53:14.353,0.7.0,,997.0,11.0,69.0,58.0,4.0,https://pypi.org/project/ipyscales,33.0,https://anaconda.org/conda-forge/ipyscales,2023-06-16 16:11:22.840,62125.0,3.0,jupyter-scales,2022-09-01 10:53:14.353,1.0,https://www.npmjs.com/package/jupyter-scales,2022-09-01 10:39:34.683,10.0,37.0,,,,,,,,,,,,,,,,,,
218,lgo,Interactive Go programming with Jupyter.,https://github.com/yunabe/lgo,,kernels,14,False,,yunabe/lgo,,https://github.com/yunabe/lgo,BSD-3-Clause,2017-10-05 15:29:10.000,2020-11-20 07:01:33.000000,2019-07-09 12:59:17,169.0,,123.0,48.0,16.0,23.0,54.0,2340.0,,,,,,,,9.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
219,jupyter-tensorboard,Start Tensorboard in Jupyter Notebook.,https://github.com/lspvic/jupyter_tensorboard,,jupyter-extensions,14,False,jupyter-tensorboard,lspvic/jupyter_tensorboard,,https://github.com/lspvic/jupyter_tensorboard,MIT,2017-08-22 08:05:13.000,2022-06-14 12:29:55.000000,2020-02-16 06:42:48,69.0,,70.0,16.0,10.0,40.0,29.0,464.0,,,,1339.0,,,,4.0,https://pypi.org/project/jupyter-tensorboard,1339.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
220,JupyterLab Tensorboard,Tensorboard extension for jupyterlab.,https://github.com/chesterli29/jupyterlab_tensorboard,,lab-extensions,14,False,,chaoleili/jupyterlab_tensorboard,,https://github.com/chesterli29/jupyterlab_tensorboard,MIT,2018-08-14 12:36:26.000,2022-07-21 07:29:55.000000,2022-07-18 10:51:06,37.0,,33.0,12.0,28.0,20.0,10.0,310.0,,,,5249.0,,5.0,5.0,7.0,,,,,,3.0,jupyterlab_tensorboard,,,https://www.npmjs.com/package/jupyterlab_tensorboard,,,5249.0,,,,,,,chesterli29/jupyterlab_tensorboard,,,,,,,,,,,
221,HTTP-over-WebSocket,Jupyter support for HTTP-over-ws.,https://github.com/googlecolab/jupyter_http_over_ws,,jupyter-extensions,14,False,jupyter_http_over_ws,googlecolab/jupyter_http_over_ws,conda-forge/jupyter_http_over_ws,https://github.com/googlecolab/jupyter_http_over_ws,Apache-2.0,2018-03-26 22:52:45.000,2023-06-16 19:21:18.164000,2021-08-30 21:48:24,31.0,,51.0,13.0,2.0,21.0,9.0,265.0,,,,49422.0,1.0,,,3.0,https://pypi.org/project/jupyter_http_over_ws,48112.0,https://anaconda.org/conda-forge/jupyter_http_over_ws,2023-06-16 19:21:18.164,53731.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
222,JupyterLab Chart Editor,JupyterLab extension for Plotlys react-chart-editor.,https://github.com/plotly/jupyterlab-chart-editor,,lab-renderer,14,False,,plotly/jupyterlab-chart-editor,,https://github.com/plotly/jupyterlab-chart-editor,,2018-01-23 18:18:38.000,2023-01-06 19:12:21.000000,2021-03-10 20:56:11,71.0,,24.0,42.0,35.0,12.0,19.0,222.0,2021-03-10 20:57:44.000,4.14.3,,408.0,6.0,7.0,7.0,5.0,,,,,,3.0,jupyterlab-chart-editor,,,https://www.npmjs.com/package/jupyterlab-chart-editor,,,408.0,,,,,,,,,,,,,,,,,,
223,JupyterLab Go-To-Definition,Navigate to variables definition with a click in JupyterLab (or with a few key strokes).,https://github.com/krassowski/jupyterlab-go-to-definition,,lab-extensions,14,False,,krassowski/jupyterlab-go-to-definition,,https://github.com/krassowski/jupyterlab-go-to-definition,BSD-3-Clause,2018-12-22 01:18:42.000,2021-08-23 19:48:16.000000,2021-07-28 12:06:05,89.0,,9.0,10.0,4.0,10.0,13.0,222.0,2019-07-05 21:26:30.000,0.5.0,,473.0,5.0,17.0,17.0,2.0,,,,,,3.0,@krassowski/jupyterlab_go_to_definition,,,https://www.npmjs.com/package/@krassowski/jupyterlab_go_to_definition,,,473.0,,,,,,,,,,,,,,,,,,
224,cdsdashboards,JupyterHub extension for ContainDS Dashboards.,https://github.com/ideonate/cdsdashboards,,notebook-sharing,14,False,cdsdashboards,ideonate/cdsdashboards,conda-forge/cdsdashboards,https://github.com/ideonate/cdsdashboards,,2020-04-28 13:51:31.000,2023-06-16 19:20:47.542000,2022-09-12 07:55:08,464.0,,38.0,7.0,19.0,34.0,59.0,195.0,,,,1593.0,22.0,,,14.0,https://pypi.org/project/cdsdashboards,245.0,https://anaconda.org/conda-forge/cdsdashboards,2023-06-16 19:20:47.542,56632.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
225,jupyterlab-tabular-data-editor,Manipulate your tabular data responsively and effectively within JupyterLab.,https://github.com/jupytercalpoly/jupyterlab-tabular-data-editor,,lab-renderer,14,False,jupyterlab-tabular-data-editor,jupytercalpoly/jupyterlab-tabular-data-editor,,https://github.com/jupytercalpoly/jupyterlab-tabular-data-editor,BSD-3-Clause,2020-06-17 20:38:15.000,2021-03-24 19:51:34.000000,2021-03-24 19:48:15,225.0,,17.0,7.0,189.0,31.0,103.0,130.0,2021-03-24 19:51:34.000,1.0.0,,767.0,1.0,3.0,3.0,5.0,https://pypi.org/project/jupyterlab-tabular-data-editor,691.0,,,,3.0,jupyterlab-tabular-data-editor,,,https://www.npmjs.com/package/jupyterlab-tabular-data-editor,,,76.0,,,,,,,,,,,,,,,,,,
226,JupyterLab HDF5,"Open and explore HDF5 files in JupyterLab. Can handle very large (TB) sized files, and datasets of any dimensionality.",https://github.com/jupyterlab/jupyterlab-hdf5,,lab-extensions,14,True,jupyterlab_hdf,jupyterlab/jupyterlab-hdf5,,https://github.com/jupyterlab/jupyterlab-hdf5,BSD-3-Clause,2018-10-02 18:20:20.000,2023-10-11 06:47:49.000000,2023-10-11 06:47:48,367.0,,23.0,15.0,98.0,14.0,36.0,113.0,,,,508.0,,3.0,3.0,9.0,https://pypi.org/project/jupyterlab_hdf,374.0,,,,3.0,@jupyterlab/hdf5,,,https://www.npmjs.com/package/@jupyterlab/hdf5,,,134.0,,,,,,,,,,,,,,,,,,
227,jupyterlab-flake8,Jupyterlab python linter for notebooks and text files using flake8.,https://github.com/mlshapiro/jupyterlab-flake8,,lab-extensions,14,False,jupyterlab-flake8,mlshapiro/jupyterlab-flake8,,https://github.com/mlshapiro/jupyterlab-flake8,BSD-3-Clause,2018-04-11 16:16:59.000,2021-09-16 16:01:09.000000,2021-09-16 16:01:07,108.0,,10.0,9.0,13.0,8.0,33.0,109.0,,,,8272.0,,3.0,3.0,5.0,https://pypi.org/project/jupyterlab-flake8,8199.0,,,,3.0,jupyterlab-flake8,,,https://www.npmjs.com/package/jupyterlab-flake8,,,73.0,,,,,,,,,,,,,,,,,,
228,SSH Kernel,SSH Kernel for Jupyter.,https://github.com/NII-cloud-operation/sshkernel,,kernels,14,False,sshkernel,NII-cloud-operation/sshkernel,,https://github.com/NII-cloud-operation/sshkernel,BSD-3-Clause,2019-02-12 02:46:14.000,2021-11-04 09:42:14.000000,2021-11-04 09:33:21,398.0,,13.0,4.0,20.0,2.0,7.0,63.0,2021-11-04 09:42:14.000,0.11.1,,160.0,15.0,7.0,7.0,4.0,https://pypi.org/project/sshkernel,160.0,,,,3.0,,2021-11-04 09:42:14.000,,,,,,,,,,,,,,,,,,,,,,,
229,WrapSpawner,Mechanism for runtime configuration of spawners for JupyterHub.,https://github.com/jupyterhub/wrapspawner,,hub-spawners,14,True,,jupyterhub/wrapspawner,,https://github.com/jupyterhub/wrapspawner,BSD-3-Clause,2016-09-21 21:48:31.000,2024-01-16 09:43:39.000000,2023-04-05 16:09:42,36.0,,56.0,11.0,28.0,19.0,14.0,60.0,2022-03-02 16:00:43.000,1.0.1,,,2.0,11.0,11.0,17.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
230,jupyterlab_commands,Add arbitrary python commands to the jupyterlab command palette.,https://github.com/timkpaine/jupyterlab_commands,,lab-extensions,14,True,jupyterlab-commands,timkpaine/jupyterlab_commands,conda-forge/jupyterlab_commands,https://github.com/timkpaine/jupyterlab_commands,Apache-2.0,2018-08-01 15:55:08.000,2023-12-18 17:40:35.000000,2023-12-18 17:40:34,274.0,4.0,6.0,4.0,78.0,1.0,23.0,49.0,2023-07-12 22:24:19.000,0.4.0,,349.0,14.0,,,2.0,https://pypi.org/project/jupyterlab-commands,71.0,https://anaconda.org/conda-forge/jupyterlab_commands,2023-07-13 15:10:21.540,11994.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
231,ipyaggrid,Jupyter widget - ag-grid in the notebook.,https://github.com/DGothrek/ipyaggrid,,widgets,14,False,ipyaggrid,DGothrek/ipyaggrid,,https://github.com/DGothrek/ipyaggrid,MIT,2019-05-06 04:24:26.000,2023-09-19 17:54:41.907000,2019-05-06 04:27:05,47.0,,13.0,1.0,,6.0,,39.0,2023-09-19 17:54:41.907,0.5.1,,6400.0,47.0,13.0,,2.0,https://pypi.org/project/ipyaggrid,5937.0,,,,3.0,ipyaggrid,2023-09-19 17:54:33.000,13.0,https://www.npmjs.com/package/ipyaggrid,2023-09-19 17:54:41.907,,463.0,,,,,,,,8.0,,,,,,,,,,
232,SAML Authenticator,jupyterhub-samlauthenticator.,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,,hub-auth,14,False,jupyterhub-samlauthenticator,HewlettPackard/jupyterhub-samlauthenticator,,https://github.com/HewlettPackard/jupyterhub-samlauthenticator,MIT,2019-04-17 21:34:09.000,2023-06-07 07:00:30.000000,2022-03-21 15:14:31,113.0,,22.0,31.0,40.0,17.0,15.0,36.0,2020-07-13 15:59:02.000,0.0.9,13.0,648.0,8.0,,,7.0,https://pypi.org/project/jupyterhub-samlauthenticator,648.0,,,,2.0,,2020-07-13 15:59:02.000,,,,,,,,,,,,,,,,,,,,,,,
233,jupyter-nbrequirements,Dependency management and optimization in Jupyter Notebooks.,https://github.com/thoth-station/jupyter-nbrequirements,,jupyter-extensions,14,False,jupyter-nbrequirements,thoth-station/jupyter-nbrequirements,,https://github.com/thoth-station/jupyter-nbrequirements,MIT,2019-06-25 06:48:06.000,2023-05-29 09:18:17.000000,2023-05-29 09:18:17,354.0,,6.0,6.0,311.0,1.0,32.0,17.0,2020-04-22 09:38:54.000,0.7.3,,1275.0,15.0,1.0,,13.0,https://pypi.org/project/jupyter-nbrequirements,1275.0,,,,3.0,,2020-04-22 09:38:54.000,1.0,,,,,,,,,,,,,,,,,,,,,,
234,nbgather,Spit shine for Jupyter notebooks.,https://github.com/microsoft/gather,,lab-extensions,13,False,,microsoft/gather,,https://github.com/microsoft/gather,MIT,2018-10-08 23:32:10.000,2023-10-03 23:29:38.000000,2022-11-28 19:10:54,345.0,,34.0,13.0,49.0,9.0,18.0,519.0,,,,35.0,,3.0,3.0,13.0,,,,,,3.0,nbgather,,,https://www.npmjs.com/package/nbgather,,,35.0,,,,,,,,,,,,,,,,,,
235,JupyterLab SQL,SQL GUI for JupyterLab.,https://github.com/pbugnion/jupyterlab-sql,,lab-extensions,13,False,jupyterlab_sql,pbugnion/jupyterlab-sql,,https://github.com/pbugnion/jupyterlab-sql,MIT,2019-02-01 09:37:05.000,2023-01-05 04:02:41.000000,2020-01-04 12:02:35,634.0,,48.0,13.0,92.0,38.0,37.0,404.0,,,,328.0,,,,2.0,https://pypi.org/project/jupyterlab_sql,328.0,,,,3.0,jupyterlab-sql,,,https://www.npmjs.com/package/jupyterlab-sql,,,,,,,,,,,,,,,,,,,,,
236,IElixir,Jupyters kernel for Elixir programming language.,https://github.com/pprzetacznik/IElixir,,kernels,13,False,,pprzetacznik/IElixir,,https://github.com/pprzetacznik/IElixir,Apache-2.0,2015-07-06 11:39:08.000,2023-03-20 14:47:11.000000,2021-03-20 17:27:38,282.0,,40.0,12.0,32.0,11.0,20.0,352.0,2021-05-11 21:22:51.418,0.0.1,,8.0,8.0,2.0,,19.0,,,,,,3.0,jupyterlab-ielixir,,,https://www.npmjs.com/package/jupyterlab-ielixir,2021-05-11 21:22:51.418,2.0,5.0,pprzetacznik/ielixir,https://hub.docker.com/r/pprzetacznik/ielixir,2021-03-20 17:48:12.317861,1.0,352.0,,,,,,,,,,,ielixir,,
237,Collapsible Headings,Implements Collapsible Headers for Jupyter Lab Notebooks.,https://github.com/aquirdTurtle/Collapsible_Headings,,lab-extensions,13,False,aquirdturtle-collapsible-headings,aquirdTurtle/Collapsible_Headings,,https://github.com/aquirdTurtle/Collapsible_Headings,BSD-3-Clause,2019-07-29 01:45:30.000,2023-01-04 21:56:45.000000,2021-05-22 01:41:35,98.0,,8.0,7.0,29.0,10.0,22.0,174.0,,,,2699.0,,,,6.0,https://pypi.org/project/aquirdturtle-collapsible-headings,2239.0,,,,3.0,@aquirdturtle/collapsible_headings,,,https://www.npmjs.com/package/@aquirdturtle/collapsible_headings,,,460.0,,,,,,,,,,,,,,,,,,
238,Neon Theme,"A flat, 80s neon inspired theme for JupyterLab.",https://github.com/yeebc/jupyterlab-neon-theme,,lab-themes,13,False,,yeebc/jupyterlab-neon-theme,,https://github.com/yeebc/jupyterlab-neon-theme,BSD-3-Clause,2019-09-27 14:29:10.000,2023-03-14 15:24:31.000000,2022-08-28 15:36:59,45.0,,8.0,5.0,22.0,2.0,11.0,149.0,2021-03-07 04:41:55.473,3.1.0,,147.0,20.0,6.0,4.0,4.0,,,,,,2.0,@yeebc/jupyterlab_neon_theme,,,https://www.npmjs.com/package/@yeebc/jupyterlab_neon_theme,2021-03-07 04:41:55.473,2.0,147.0,,,,,,,,,,,,,,,,,,
239,SQLCell,"SQLCell is a magic function for the Jupyter Notebook that executes raw, parallel, parameterized SQL queries with the..",https://github.com/tmthyjames/SQLCell,,magic,13,False,sqlcell,tmthyjames/SQLCell,,https://github.com/tmthyjames/SQLCell,MIT,2016-08-15 01:54:46.000,2022-08-23 17:53:50.000000,2020-10-06 02:14:24,310.0,,10.0,10.0,51.0,65.0,24.0,148.0,2019-05-19 02:21:20.000,0.2.0,,22.0,15.0,2.0,1.0,14.0,https://pypi.org/project/sqlcell,22.0,,,,3.0,,2019-05-20 11:16:28.000,1.0,,,,,,,,,,,,,,,,,,,,,,
240,JupyterLab Commenting,Commenting and annotation for JupyterLab.,https://github.com/jupyterlab/jupyterlab-commenting,,lab-extensions,13,False,jupyterlab-commenting-service,jupyterlab/jupyterlab-commenting,,https://github.com/jupyterlab/jupyterlab-commenting,BSD-3-Clause,2019-01-03 21:55:33.000,2021-02-10 20:06:33.000000,2020-05-01 11:42:37,332.0,,22.0,28.0,32.0,25.0,10.0,98.0,,,,40.0,,3.0,3.0,10.0,https://pypi.org/project/jupyterlab-commenting-service,12.0,,,,3.0,@jupyterlab/commenting-extension,,,https://www.npmjs.com/package/@jupyterlab/commenting-extension,,,28.0,,,,,,,,,,,,,,,,,,
241,JupyterLab Shortcutui,A JupyterLab extension for managing keyboard shortcuts.,https://github.com/jupyterlab/jupyterlab-shortcutui,,lab-extensions,13,True,,jupyterlab/jupyterlab-shortcutui,,https://github.com/jupyterlab/jupyterlab-shortcutui,BSD-3-Clause,2018-06-18 22:07:19.000,2023-08-08 06:52:04.000000,2023-08-08 06:52:04,192.0,,15.0,5.0,50.0,8.0,14.0,54.0,2019-09-05 11:54:07.000,0.4.0,,122.0,11.0,5.0,3.0,9.0,,,,,,3.0,@jupyterlab/shortcutui,,,https://www.npmjs.com/package/@jupyterlab/shortcutui,2020-01-17 14:43:21.930,2.0,122.0,,,,,,,,,,,,,,,,,,
242,JupyterLab Python Files,JupyterLab extension to create Python files.,https://github.com/jtpio/jupyterlab-python-file,,lab-extensions,13,False,jupyterlab-python-file,jtpio/jupyterlab-python-file,conda-forge/jupyterlab-python-file,https://github.com/jtpio/jupyterlab-python-file,BSD-3-Clause,2018-10-17 22:21:21.000,2023-06-16 19:22:55.197000,2021-08-27 11:18:51,92.0,,11.0,3.0,41.0,3.0,8.0,52.0,2021-06-23 21:13:28.000,0.5.5,99.0,851.0,10.0,6.0,3.0,4.0,https://pypi.org/project/jupyterlab-python-file,445.0,https://anaconda.org/conda-forge/jupyterlab-python-file,2023-06-16 19:22:55.197,11664.0,3.0,jupyterlab-python-file,2021-06-23 21:13:27.000,,https://www.npmjs.com/package/jupyterlab-python-file,2021-06-23 21:13:24.676,3.0,105.0,,,,,,,,,,,,,,,,,,
243,JupyterLab Email,A jupyterlab extension to email notebooks directly from JupyterLab.,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,13,True,jupyterlab_email,timkpaine/jupyterlab_email,,https://github.com/timkpaine/jupyterlab_email,Apache-2.0,2018-08-07 14:14:40.000,2023-12-19 02:59:29.000000,2023-12-19 02:59:28,242.0,4.0,2.0,4.0,59.0,2.0,36.0,52.0,2023-08-17 16:44:39.000,0.3.1,,92.0,15.0,1.0,1.0,2.0,https://pypi.org/project/jupyterlab_email,65.0,,,,3.0,jupyterlab_email,,,https://www.npmjs.com/package/jupyterlab_email,,,27.0,,,,,,,,,,,,,,,,,,
244,JupyterLab Flake8,A jupyterlab extension to email notebooks directly from JupyterLab.,https://github.com/timkpaine/jupyterlab_email,,lab-extensions,13,True,jupyterlab-email,timkpaine/jupyterlab_email,,https://github.com/timkpaine/jupyterlab_email,Apache-2.0,2018-08-07 14:14:40.000,2023-12-19 02:59:29.000000,2023-12-19 02:59:28,242.0,4.0,2.0,4.0,59.0,2.0,36.0,52.0,2023-08-17 16:44:39.000,0.3.1,,138.0,15.0,1.0,1.0,2.0,https://pypi.org/project/jupyterlab-email,65.0,,,,3.0,jupyterlab-flake8,,,https://www.npmjs.com/package/jupyterlab-flake8,,,73.0,,,,,,,,,,,,,,,,,,
245,FargateSpawner,Spawns JupyterHub single user servers in Docker containers running in AWS Fargate.,https://github.com/uktrade/fargatespawner,,hub-spawners,13,False,fargatespawner,uktrade/fargatespawner,,https://github.com/uktrade/fargatespawner,MIT,2018-09-12 14:06:22.000,2020-06-28 13:26:26.000000,2020-06-28 13:25:54,59.0,,21.0,15.0,12.0,6.0,5.0,41.0,2020-06-28 13:26:26.000,0.0.25,,141.0,25.0,4.0,4.0,3.0,https://pypi.org/project/fargatespawner,141.0,,,,3.0,,2020-06-28 13:26:26.000,,,,,,,,,,,,,,,,,,,,,,,
246,perfume,Interactive performance benchmarking in Jupyter.,https://github.com/leifwalsh/perfume,,widgets,13,False,perfume-bench,leifwalsh/perfume,,https://github.com/leifwalsh/perfume,BSD-3-Clause,2017-07-10 14:34:03.000,2024-01-22 17:31:07.000000,2020-10-31 19:46:42,196.0,,4.0,3.0,309.0,3.0,4.0,33.0,2018-05-20 05:11:04.000,0.1.6,,31.0,7.0,,,3.0,https://pypi.org/project/perfume-bench,31.0,,,,3.0,,2018-05-20 05:11:04.000,,,,,,,,,,,,,,,,,,,,,,,
247,dummyauthenticator,A Dummy JupyterHub Authenticator to make testing easy.,https://github.com/jupyterhub/dummyauthenticator,,hub-auth,13,False,jupyterhub-dummyauthenticator,jupyterhub/dummyauthenticator,,https://github.com/jupyterhub/dummyauthenticator,BSD-3-Clause,2016-02-14 21:57:32.000,2021-02-12 08:19:02.000000,2021-02-12 08:19:00,7.0,,14.0,5.0,2.0,6.0,2.0,28.0,2017-04-29 22:45:46.000,0.3.1,,1164.0,4.0,136.0,118.0,1.0,https://pypi.org/project/jupyterhub-dummyauthenticator,1164.0,,,,3.0,,2017-04-29 22:45:46.000,18.0,,,,,,,,,,,,,,,,,,,,,,
248,Null Authenticator,Null Authenticator for JupyterHub instances that should have no login mechanism.,https://github.com/jupyterhub/nullauthenticator,,hub-auth,13,False,nullauthenticator,jupyterhub/nullauthenticator,,https://github.com/jupyterhub/nullauthenticator,BSD-3-Clause,2017-08-30 09:12:22.000,2022-12-07 12:48:52.000000,2022-05-17 12:31:29,20.0,,9.0,6.0,5.0,1.0,,9.0,2017-08-30 13:12:25.000,1.0.0,,2486.0,1.0,121.0,112.0,7.0,https://pypi.org/project/nullauthenticator,2486.0,,,,3.0,,2017-08-30 13:12:25.000,9.0,,,,,,,,,,,,,,,,,,,,,,
