,name,description,homepage,resource,category,projectrank,show,github_id,pypi_id,conda_id,github_url,created_at,updated_at,last_commit_pushed_at,fork_count,open_issue_count,closed_issue_count,star_count,commit_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,license,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_dependent_project_count,trending,cran_id,go_id,gem_id,pypi,hex_id,bitbucket_id
0,best-of-ml-python - Data Visualization,Python-based data visualization libraries.,https://github.com/ml-tooling/best-of-ml-python#data-visualization,True,widgets,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ipython,"Official repository for IPython itself. Other repos in the IPython organization contain things like the website,..",https://github.com/ipython/ipython,,components,39,True,ipython/ipython,ipython,conda-forge/ipython,https://github.com/ipython/ipython,2010-05-10 04:46:06.000000,2021-02-04 09:25:33.000000,2021-02-02 18:09:35.000000,4134.0,1462.0,5156.0,14646.0,24856.0,2021-02-01 19:27:31.000000,7.20.0,316855.0,7573280.0,100.0,240625.0,176703.0,795.0,https://pypi.org/project/ipython,BSD-3-Clause,2021-02-01 19:27:31.000000,63922.0,7478413.0,https://anaconda.org/conda-forge/ipython,2021-02-03 13:09:29.981000,5298126.0,1.0,,,,,,,,,,,,,,,,,,
2,Jupyter,Jupyter Interactive Notebook.,https://github.com/jupyter/notebook,,notebook-environments,39,True,jupyter/notebook,notebook,conda-forge/jupyter,https://github.com/jupyter/notebook,2015-04-09 06:58:03.000000,2021-02-02 22:54:37.000000,2021-02-02 22:54:37.000000,3287.0,2001.0,2186.0,8772.0,12011.0,2021-01-13 23:58:54.000000,6.2.0,242.0,6128248.0,69.0,107034.0,90948.0,541.0,https://pypi.org/project/notebook,BSD-3-Clause,2021-01-13 16:31:49.000000,16086.0,5887787.0,https://anaconda.org/conda-forge/jupyter,2021-01-28 22:23:49.648000,1210085.0,1.0,jupyter/datascience-notebook,https://hub.docker.com/r/jupyter/datascience-notebook,2021-01-28 17:17:36.926824,785.0,15103403.0,,,,,,,,,,,,,
3,JupyterLab,JupyterLab computational environment.,https://github.com/jupyterlab/jupyterlab,,notebook-environments,37,True,jupyterlab/jupyterlab,jupyterlab,conda-forge/jupyterlab,https://github.com/jupyterlab/jupyterlab,2016-06-03 20:09:17.000000,2021-02-04 13:15:30.000000,2021-02-04 09:41:27.000000,1900.0,1796.0,3690.0,10766.0,22756.0,2021-02-02 18:54:16.000000,3.0.7,,474175.0,328.0,36063.0,33675.0,386.0,https://pypi.org/project/jupyterlab,BSD-3-Clause,2021-02-02 18:54:16.000000,2388.0,416791.0,https://anaconda.org/conda-forge/jupyterlab,2021-02-02 20:22:25.976000,3213512.0,1.0,,,,,,,,,,,,,,,,,,
4,ipywidgets,Interactive Widgets for the Jupyter Notebook.,https://github.com/jupyter-widgets/ipywidgets,,widgets,36,True,jupyter-widgets/ipywidgets,ipywidgets,conda-forge/ipywidgets,https://github.com/jupyter-widgets/ipywidgets,2015-04-17 20:29:25.000000,2021-02-04 09:50:46.000000,2021-02-04 09:50:45.000000,723.0,559.0,1070.0,2117.0,6695.0,2020-12-27 00:41:53.000000,7.6.3,,5734899.0,119.0,101087.0,86093.0,168.0,https://pypi.org/project/ipywidgets,BSD-3-Clause,2021-01-07 00:25:28.000000,14932.0,5511942.0,https://anaconda.org/conda-forge/ipywidgets,2021-01-07 05:03:39.883000,2685020.0,1.0,,,,,,@jupyter-widgets/jupyterlab-manager,https://www.npmjs.com/package/@jupyter-widgets/jupyterlab-manager,2020-12-24 17:55:12.997000,62.0,176664.0,,,,,,,,
5,nbconvert,Jupyter Notebook Conversion.,https://github.com/jupyter/nbconvert,,notebook-sharing,35,True,jupyter/nbconvert,nbconvert,conda-forge/nbconvert,https://github.com/jupyter/nbconvert,2015-04-09 06:58:23.000000,2021-02-03 20:15:11.000000,2021-02-03 20:15:10.000000,407.0,333.0,508.0,1065.0,3682.0,2020-10-02 22:38:52.000000,6.0.7,,6283107.0,35.0,105110.0,89726.0,212.0,https://pypi.org/project/nbconvert,BSD-3-Clause,2020-10-02 22:38:52.000000,15384.0,6226752.0,https://anaconda.org/conda-forge/nbconvert,2021-01-21 02:13:03.383000,3268626.0,1.0,,,,,,,,,,,,,,,,,,
6,IPython Kernel,IPython Kernel for Jupyter.,https://github.com/ipython/ipykernel,,kernels,34,True,ipython/ipykernel,ipykernel,ipykernel,https://github.com/ipython/ipykernel,2015-04-09 07:44:14.000000,2021-02-01 18:31:28.000000,2021-01-11 17:11:34.000000,251.0,166.0,129.0,368.0,2067.0,2021-01-21 22:34:12.000000,5.4.3,,5688018.0,41.0,116758.0,99170.0,122.0,https://pypi.org/project/ipykernel,BSD-3-Clause,2020-12-11 22:22:41.000000,17588.0,5686196.0,https://anaconda.org/anaconda/ipykernel,2020-12-08 22:57:34.883000,114840.0,1.0,,,,,,,,,,,0.0,,,,,,,
7,bokeh,"Interactive Data Visualization in the browser, from Python.",https://github.com/bokeh/bokeh,,widgets,33,True,bokeh/bokeh,bokeh,conda-forge/bokeh,https://github.com/bokeh/bokeh,2012-03-26 15:40:01.000000,2021-02-04 07:08:35.000000,2021-02-01 18:46:19.000000,3621.0,605.0,5753.0,14611.0,,2020-10-21 02:39:03.000000,2.2.3,,764375.0,83.0,36202.0,30330.0,546.0,https://pypi.org/project/bokeh,BSD-3-Clause,2021-01-19 00:27:21.000000,5872.0,684267.0,https://anaconda.org/conda-forge/bokeh,2021-01-13 10:22:16.472000,3684978.0,1.0,,,,,,,,,,,,,,,,,,
8,qtconsole,Jupyter Qt Console.,https://github.com/jupyter/qtconsole,,others,33,True,jupyter/qtconsole,qtconsole,conda-forge/qtconsole,https://github.com/jupyter/qtconsole,2015-04-09 06:59:10.000000,2021-01-21 20:52:23.925000,2021-01-21 17:52:13.000000,148.0,88.0,181.0,245.0,1747.0,2020-11-24 17:28:10.000000,5.0.2,,4558016.0,31.0,81540.0,69178.0,107.0,https://pypi.org/project/qtconsole,BSD-3-Clause,2021-01-21 17:49:48.000000,12362.0,4529374.0,https://anaconda.org/conda-forge/qtconsole,2021-01-21 20:52:23.925000,1632621.0,1.0,,,,,,,,,,,,,,,,,,
9,JupyterHub,Multi-user server for Jupyter notebooks.,https://github.com/jupyterhub/jupyterhub,,notebook-environments,32,True,jupyterhub/jupyterhub,jupyterhub,conda-forge/jupyterhub,https://github.com/jupyterhub/jupyterhub,2014-06-12 23:22:10.000000,2021-02-04 13:57:54.837902,2021-02-04 13:41:39.000000,1512.0,393.0,1530.0,6347.0,4536.0,2020-12-11 11:09:47.000000,1.3.0,,82240.0,42.0,1686.0,1176.0,237.0,https://pypi.org/project/jupyterhub,BSD-3-Clause,2020-12-11 11:09:47.000000,510.0,52333.0,https://anaconda.org/conda-forge/jupyterhub,2021-01-22 17:58:42.029000,323035.0,2.0,jupyterhub/jupyterhub,https://hub.docker.com/r/jupyterhub/jupyterhub,2021-02-04 13:57:54.837902,276.0,1939206.0,,,,,,,,,,,,,
10,Jupyter Client,Jupyter protocol client APIs.,https://github.com/jupyter/jupyter_client,,notebook-tools,31,True,jupyter/jupyter_client,jupyter-client,,https://github.com/jupyter/jupyter_client,2015-04-09 06:57:29.000000,2021-02-03 01:12:47.000000,2021-01-12 18:24:50.000000,199.0,124.0,141.0,208.0,1854.0,2021-01-09 09:14:50.000000,6.1.11,,6149250.0,35.0,3594.0,,100.0,https://pypi.org/project/jupyter-client,BSD-3-Clause,2021-01-09 09:14:50.000000,3594.0,6149250.0,,,,1.0,,,,,,,,,,,,,,,,,,
11,nbformat,Reference implementation of the Jupyter Notebook format.,https://github.com/jupyter/nbformat,,notebook-tools,31,True,jupyter/nbformat,nbformat,conda-forge/nbformat,https://github.com/jupyter/nbformat,2015-04-09 01:07:29.000000,2021-01-22 18:27:10.000000,2021-01-22 18:27:09.000000,108.0,31.0,61.0,133.0,746.0,2021-01-15 00:14:00.000000,5.1.2,,6423835.0,20.0,110512.0,94472.0,55.0,https://pypi.org/project/nbformat,BSD-3-Clause,2021-01-15 00:14:00.000000,16040.0,6351437.0,https://anaconda.org/conda-forge/nbformat,2021-01-18 21:38:26.122000,4199124.0,1.0,,,,,,,,,,,,,,,,,,
12,bqplot,Plotting library for IPython/Jupyter notebooks.,https://github.com/bqplot/bqplot,,widgets,30,True,bqplot/bqplot,bqplot,conda-forge/bqplot,https://github.com/bqplot/bqplot,2015-09-26 04:02:18.000000,2021-02-03 15:19:31.000000,2021-01-21 17:18:45.000000,405.0,185.0,323.0,3002.0,3216.0,2021-01-14 14:22:16.000000,0.12.21,,160531.0,89.0,1323.0,1201.0,51.0,https://pypi.org/project/bqplot,Apache-2.0,2021-01-14 14:19:33.000000,112.0,12344.0,https://anaconda.org/conda-forge/bqplot,2021-01-14 14:38:26.569000,475280.0,1.0,,,,,,bqplot,https://www.npmjs.com/package/bqplot,2021-01-14 14:17:47.627000,10.0,139849.0,,,,,,,,
13,pandas-profiling,Create HTML profiling reports from pandas DataFrame objects.,https://github.com/pandas-profiling/pandas-profiling,,widgets,29,True,pandas-profiling/pandas-profiling,pandas-profiling,conda-forge/pandas-profiling,https://github.com/pandas-profiling/pandas-profiling,2016-01-09 23:47:55.000000,2021-02-04 03:03:53.000000,2021-02-04 03:03:51.000000,987.0,66.0,357.0,6699.0,736.0,2020-09-03 10:11:24.000000,2.9.0,,133014.0,25.0,3141.0,2981.0,65.0,https://pypi.org/project/pandas-profiling,MIT,2020-09-03 10:11:24.000000,160.0,131152.0,https://anaconda.org/conda-forge/pandas-profiling,2021-01-09 04:39:21.551000,100563.0,1.0,,,,,,,,,,,,,,,,,,
14,Jupytext,"Jupyter Notebooks as Markdown Documents, Julia, Python or R scripts.",https://github.com/mwouts/jupytext,,notebook-sharing,29,True,mwouts/jupytext,jupytext,conda-forge/jupytext,https://github.com/mwouts/jupytext,2018-06-15 05:25:36.000000,2021-02-04 11:49:44.000000,2021-02-04 08:54:25.000000,269.0,53.0,352.0,4258.0,2140.0,2021-02-04 08:58:33.000000,1.10.0,,51689.0,96.0,1306.0,1198.0,57.0,https://pypi.org/project/jupytext,MIT,2021-02-04 08:58:33.000000,108.0,30517.0,https://anaconda.org/conda-forge/jupytext,2021-01-06 22:44:10.058000,134813.0,1.0,,,,,,jupyterlab-jupytext,https://www.npmjs.com/package/jupyterlab-jupytext,2021-01-05 22:00:16.648000,,16179.0,,,,,,,,
15,nikola,A static website and blog generator.,https://github.com/getnikola/nikola,,notebook-sharing,29,True,getnikola/nikola,nikola,,https://github.com/getnikola/nikola,2012-04-14 13:53:22.000000,2021-02-02 20:21:00.000000,2021-02-02 20:20:56.000000,409.0,28.0,2002.0,2077.0,10184.0,2020-11-15 13:34:54.000000,8.1.2,,1185.0,72.0,482.0,347.0,218.0,https://pypi.org/project/nikola,MIT,2020-11-15 13:33:07.000000,135.0,1185.0,,,,1.0,,,,,,,,,,,,,,,,,,
16,Jupyter Themes,Custom Jupyter Notebook Themes.,https://github.com/dunovank/jupyter-themes,,jupyter-extensions,28,True,dunovank/jupyter-themes,jupyterthemes,,https://github.com/dunovank/jupyter-themes,2014-12-10 23:22:23.000000,2021-01-22 09:41:05.000000,2020-02-25 15:18:59.000000,901.0,192.0,187.0,8152.0,591.0,2018-11-22 17:02:16.000000,0.20.0,,12596.0,116.0,1985.0,1795.0,28.0,https://pypi.org/project/jupyterthemes,MIT,2018-11-22 17:02:16.000000,190.0,12596.0,,,,1.0,,,,,,,,,,,,,,,,,,
17,Contrib NBextensions,A collection of various notebook extensions for Jupyter.,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,,jupyter-extensions,28,False,ipython-contrib/jupyter_contrib_nbextensions,jupyter_contrib_nbextensions,,https://github.com/ipython-contrib/jupyter_contrib_nbextensions,2013-07-13 17:05:16.000000,2021-01-13 21:02:36.000000,2019-09-07 14:59:00.000000,709.0,307.0,446.0,4496.0,2562.0,2019-01-02 12:23:07.000000,0.5.1,,74905.0,16.0,247.0,,119.0,https://pypi.org/project/jupyter_contrib_nbextensions,BSD-3-Clause,2018-03-28 11:04:12.000000,247.0,74905.0,,,,1.0,,,,,,,,,,,,,,,,,,
18,Voila,Voil turns Jupyter notebooks into standalone web applications.,https://github.com/voila-dashboards/voila,,notebook-sharing,28,True,voila-dashboards/voila,voila,conda-forge/voila,https://github.com/voila-dashboards/voila,2018-08-21 14:21:42.000000,2021-02-04 08:57:45.000000,2021-02-04 08:57:43.000000,288.0,203.0,272.0,3031.0,841.0,2021-01-11 19:47:21.000000,0.2.6,,17488.0,53.0,2942.0,2916.0,42.0,https://pypi.org/project/voila,BSD-3-Clause,2021-01-11 19:47:21.000000,26.0,10861.0,https://anaconda.org/conda-forge/voila,2021-01-11 20:00:08.710000,96416.0,2.0,,,,,,@jupyter-voila/jupyterlab-preview,https://www.npmjs.com/package/@jupyter-voila/jupyterlab-preview,2020-05-19 10:24:11.555000,,3184.0,,,,,,,,
19,Jupyter Book,"Build interactive, publication-quality documents from Jupyter Notebooks.",https://github.com/executablebooks/jupyter-book,,notebook-sharing,28,True,executablebooks/jupyter-book,jupyter-book,,https://github.com/executablebooks/jupyter-book,2018-06-14 01:55:51.000000,2021-02-03 22:30:34.000000,2021-02-03 21:40:35.000000,308.0,274.0,443.0,2059.0,1207.0,2021-02-03 21:50:58.000000,0.10.0,,4702.0,30.0,1834.0,1790.0,68.0,https://pypi.org/project/jupyter-book,BSD-3-Clause,2021-02-03 21:50:58.000000,44.0,4702.0,,,,2.0,,,,,,,,,,,,,,,,,,
20,nbdime,Tools for diffing and merging of Jupyter notebooks.,https://github.com/jupyter/nbdime,,notebook-sharing,28,True,jupyter/nbdime,nbdime,conda-forge/nbdime,https://github.com/jupyter/nbdime,2015-11-16 09:25:53.000000,2021-01-14 19:34:42.000000,2021-01-14 19:15:16.000000,114.0,54.0,201.0,1908.0,1894.0,2020-10-02 09:09:15.000000,2.1.0,,310856.0,22.0,254.0,42.0,30.0,https://pypi.org/project/nbdime,BSD-3-Clause,2021-01-14 19:33:01.000000,212.0,37306.0,https://anaconda.org/conda-forge/nbdime,2020-10-02 13:40:32.616000,260490.0,2.0,,,,,,nbdime-jupyterlab,https://www.npmjs.com/package/nbdime-jupyterlab,2021-01-14 19:21:56.366000,,268341.0,,,,,,,,
21,ipyparallel,Interactive Parallel Computing in Python.,https://github.com/ipython/ipyparallel,,notebook-tools,28,True,ipython/ipyparallel,ipyparallel,conda-forge/ipyparallel,https://github.com/ipython/ipyparallel,2015-04-09 07:43:55.000000,2021-01-22 17:12:52.539000,2020-08-24 09:09:27.000000,732.0,143.0,107.0,1874.0,1817.0,2020-05-05 18:42:38.000000,6.3.0,,41458.0,21.0,1897.0,1407.0,94.0,https://pypi.org/project/ipyparallel,BSD-3-Clause,2020-05-05 18:42:38.000000,490.0,35026.0,https://anaconda.org/conda-forge/ipyparallel,2021-01-22 17:12:52.539000,373087.0,1.0,,,,,,,,,,,,,,,,,,
22,panel,A high-level app and dashboarding solution for Python.,https://github.com/holoviz/panel,,others,28,True,holoviz/panel,panel,conda-forge/panel,https://github.com/holoviz/panel,2018-08-23 12:14:24.000000,2021-02-04 11:10:05.000000,2021-02-04 11:10:03.000000,147.0,329.0,680.0,931.0,1176.0,2021-01-18 15:17:12.000000,0.10.3,,73782.0,57.0,1019.0,983.0,60.0,https://pypi.org/project/panel,BSD-3-Clause,2021-01-20 17:40:34.000000,36.0,68442.0,https://anaconda.org/conda-forge/panel,2021-01-18 17:41:58.671000,149525.0,2.0,,,,,,,,,,,,,,,,,,
23,nbclient,A client library for executing notebooks. Formally nbconvert's ExecutePreprocessor.,https://github.com/jupyter/nbclient,,notebook-tools,28,True,jupyter/nbclient,nbclient,conda-forge/nbclient,https://github.com/jupyter/nbclient,2020-01-13 17:29:49.000000,2020-12-09 18:31:38.000000,2020-12-09 17:50:14.000000,23.0,17.0,39.0,54.0,186.0,2020-10-15 17:12:44.000000,0.5.1,,5874634.0,12.0,8518.0,8518.0,18.0,https://pypi.org/project/nbclient,BSD-3-Clause,2020-10-15 17:12:44.000000,0.0,5822989.0,https://anaconda.org/conda-forge/nbclient,2020-10-16 14:40:19.007000,619751.0,1.0,,,,,,,,,,,,,,,,,,
24,JupyterLab TOC,Table of Contents extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-toc,,lab-extensions,27,True,jupyterlab/jupyterlab-toc,,,https://github.com/jupyterlab/jupyterlab-toc,2018-03-12 15:55:19.000000,2021-02-03 16:39:42.121000,2020-11-20 20:06:41.000000,1900.0,65.0,47.0,10766.0,517.0,2021-01-28 17:57:03.590000,5.0.4,,298397.0,61.0,28.0,28.0,12.0,,BSD-3-Clause,,,,,,,1.0,,,,,,@jupyterlab/toc,https://www.npmjs.com/package/@jupyterlab/toc,2021-02-03 16:39:42.121000,0.0,298397.0,,,,,,,,
25,nteract,The interactive computing suite for you!.,https://github.com/nteract/nteract,,notebook-environments,27,True,nteract/nteract,nteract_on_jupyter,,https://github.com/nteract/nteract,2015-06-15 23:21:49.000000,2021-02-03 23:44:57.000000,2021-02-03 06:12:18.000000,540.0,129.0,1485.0,5405.0,10501.0,2021-01-26 05:18:38.000000,0.28.0,1118025.0,21198.0,66.0,5.0,,164.0,https://pypi.org/project/nteract_on_jupyter,BSD-3-Clause,2019-07-16 03:59:16.000000,5.0,1584.0,,,,2.0,,,,,,,,,,,,,,,,,,
26,papermill,"Parameterize, execute, and analyze notebooks.",https://github.com/nteract/papermill,,widgets,27,True,nteract/papermill,papermill,conda-forge/papermill,https://github.com/nteract/papermill,2017-07-06 17:17:53.000000,2021-02-03 20:17:49.451000,2021-02-03 18:19:48.000000,301.0,90.0,208.0,3905.0,,2021-01-22 17:26:59.000000,2.3.1,,150555.0,68.0,1227.0,1077.0,87.0,https://pypi.org/project/papermill,BSD-3-Clause,2021-01-22 17:26:59.000000,150.0,146622.0,https://anaconda.org/conda-forge/papermill,2021-02-03 20:17:49.451000,118005.0,1.0,,,,,,,,,,,,,,,,,,
27,RISE,RISE: Live Reveal.js Jupyter/IPython Slideshow Extension.,https://github.com/damianavila/RISE,,notebook-sharing,27,True,damianavila/RISE,RISE,conda-forge/rise,https://github.com/damianavila/RISE,2013-08-26 18:55:36.000000,2021-01-22 18:43:48.491000,2021-01-08 10:00:12.000000,355.0,124.0,275.0,2918.0,730.0,2020-10-29 01:31:20.000000,5.7.1,,6231.0,28.0,1653.0,1343.0,39.0,https://pypi.org/project/RISE,BSD-3-Clause,2020-10-29 01:31:20.000000,310.0,2695.0,https://anaconda.org/conda-forge/rise,2021-01-22 18:43:48.491000,127312.0,2.0,,,,,,,,,,,,,,,,,,
28,ipyleaflet,A Jupyter - Leaflet.js bridge.,https://github.com/jupyter-widgets/ipyleaflet,,widgets,27,True,jupyter-widgets/ipyleaflet,ipyleaflet,conda-forge/ipyleaflet,https://github.com/jupyter-widgets/ipyleaflet,2014-05-07 16:32:10.000000,2021-01-22 15:14:34.000000,2021-01-22 15:14:33.000000,278.0,131.0,250.0,1079.0,907.0,2021-01-05 16:38:38.000000,0.13.6,,168480.0,70.0,781.0,681.0,63.0,https://pypi.org/project/ipyleaflet,MIT,2021-01-05 16:38:38.000000,98.0,11114.0,https://anaconda.org/conda-forge/ipyleaflet,2021-01-16 23:51:37.383000,586379.0,1.0,,,,,,jupyter-leaflet,https://www.npmjs.com/package/jupyter-leaflet,2021-01-05 16:30:30.235000,2.0,147079.0,,,,,,,,
29,jupyter-matplotlib,Matplotlib Jupyter Integration.,https://github.com/matplotlib/ipympl,,widgets,27,True,matplotlib/ipympl,ipympl,,https://github.com/matplotlib/ipympl,2016-07-21 14:38:56.000000,2021-02-02 09:44:37.000000,2021-01-20 17:49:59.000000,137.0,93.0,89.0,984.0,284.0,2021-01-20 18:02:40.000000,0.6.3,,132815.0,35.0,1183.0,1131.0,23.0,https://pypi.org/project/ipympl,BSD-3-Clause,2021-01-20 17:51:43.000000,52.0,15646.0,,,,1.0,,,,,,jupyter-matplotlib,https://www.npmjs.com/package/jupyter-matplotlib,2021-01-05 16:19:30.088000,,117169.0,,,,,,,,
30,Perspective,Streaming pivot visualization via WebAssembly.,https://github.com/finos/perspective,,lab-extensions,26,True,finos/perspective,perspective-python,,https://github.com/finos/perspective,2017-11-02 16:27:54.000000,2021-02-04 01:30:32.000000,2021-02-01 05:22:44.000000,346.0,71.0,304.0,3179.0,4331.0,2021-01-14 04:18:20.000000,0.6.0,,1871.0,39.0,176.0,172.0,62.0,https://pypi.org/project/perspective-python,Apache-2.0,2021-01-14 04:18:20.000000,4.0,405.0,,,,1.0,,,,,,@finos/perspective-jupyterlab,https://www.npmjs.com/package/@finos/perspective-jupyterlab,2021-01-08 07:02:49.503000,,1466.0,,,,,,,,
31,BeakerX,Beaker Extensions for Jupyter Notebook.,https://github.com/twosigma/beakerx,,notebook-tools,26,True,twosigma/beakerx,beakerx,conda-forge/beakerx,https://github.com/twosigma/beakerx,2013-12-03 14:16:36.000000,2021-01-21 14:03:03.000000,2021-01-21 14:02:57.000000,375.0,338.0,4172.0,2525.0,1689.0,2020-09-07 15:05:22.000000,2.0.1,31.0,13873.0,48.0,20.0,,81.0,https://pypi.org/project/beakerx,Apache-2.0,2020-09-07 15:05:22.000000,20.0,1117.0,https://anaconda.org/conda-forge/beakerx,2020-10-16 00:01:07.915000,367412.0,2.0,beakerx/beakerx,https://hub.docker.com/r/beakerx/beakerx,2018-12-02 20:23:21.082606,21.0,243266.0,beakerx,https://www.npmjs.com/package/beakerx,2019-04-06 03:31:02.776000,0.0,967.0,,,,,,,,
32,ipyvolume,3d plotting for Python in the Jupyter notebook based on IPython widgets using WebGL.,https://github.com/maartenbreddels/ipyvolume,,widgets,26,True,maartenbreddels/ipyvolume,ipyvolume,conda-forge/ipyvolume,https://github.com/maartenbreddels/ipyvolume,2016-12-21 15:30:13.000000,2021-01-09 19:37:03.000000,2020-12-08 15:52:28.000000,197.0,144.0,121.0,1534.0,921.0,2019-07-07 19:46:13.862000,0.5.2,,14209.0,45.0,427.0,375.0,38.0,https://pypi.org/project/ipyvolume,MIT,2020-06-10 12:48:25.000000,48.0,4582.0,https://anaconda.org/conda-forge/ipyvolume,2020-06-10 13:40:22.698000,253623.0,2.0,,,,,,ipyvolume,https://www.npmjs.com/package/ipyvolume,2020-04-22 09:07:29.284000,4.0,4344.0,,,,,,,,
33,ipython-sql,"%%sql magic for IPython, hopefully evolving into full SQL client.",https://github.com/catherinedevlin/ipython-sql,,magic,26,True,catherinedevlin/ipython-sql,ipython-sql,conda-forge/ipython-sql,https://github.com/catherinedevlin/ipython-sql,2013-03-20 16:41:10.000000,2020-10-27 11:03:46.000000,2020-05-10 20:58:03.000000,223.0,92.0,36.0,1335.0,244.0,2020-05-02 15:29:58.000000,0.4.0,,9462.0,16.0,1405.0,1344.0,40.0,https://pypi.org/project/ipython-sql,MIT,2020-05-02 15:29:58.000000,61.0,7712.0,https://anaconda.org/conda-forge/ipython-sql,2020-10-14 09:42:08.609000,94506.0,1.0,,,,,,,,,,,,,,,,,,
34,repo2docker,Turn repositories into Jupyter-enabled Docker images.,https://github.com/jupyterhub/repo2docker,,notebook-tools,26,True,jupyterhub/repo2docker,jupyter-repo2docker,,https://github.com/jupyterhub/repo2docker,2017-05-09 08:36:30.000000,2021-01-28 14:23:47.000000,2021-01-27 17:08:17.000000,252.0,182.0,262.0,1153.0,2025.0,2021-01-23 22:59:12.000000,2021.1.0,,1444.0,14.0,119.0,95.0,92.0,https://pypi.org/project/jupyter-repo2docker,BSD-3-Clause,2021-01-23 22:59:12.000000,24.0,1444.0,,,,2.0,,,,,,,,,,,,,,,,,,
35,PixieDust,Python Helper library for Jupyter Notebooks.,https://github.com/pixiedust/pixiedust,,notebook-tools,26,True,pixiedust/pixiedust,pixiedust,conda-forge/pixiedust,https://github.com/pixiedust/pixiedust,2016-07-01 17:34:14.000000,2021-02-01 03:34:36.000000,2021-02-01 03:17:54.000000,162.0,164.0,259.0,988.0,2156.0,2021-02-01 03:34:36.000000,1.1.19,,7135.0,92.0,223.0,179.0,33.0,https://pypi.org/project/pixiedust,Apache-2.0,2021-02-01 03:34:36.000000,44.0,5912.0,https://anaconda.org/conda-forge/pixiedust,2020-10-15 18:31:42.882000,18349.0,2.0,,,,,,,,,,,,,,,,,,
36,sparkmagic,Jupyter magics and kernels for working with remote Spark clusters.,https://github.com/jupyter-incubator/sparkmagic,,magic,26,True,jupyter-incubator/sparkmagic,sparkmagic,conda-forge/sparkmagic,https://github.com/jupyter-incubator/sparkmagic,2015-09-21 15:35:25.000000,2021-02-04 03:22:22.000000,2021-02-04 03:22:19.000000,341.0,131.0,239.0,932.0,1081.0,2021-01-02 20:41:36.000000,0.18.0,,16154.0,45.0,203.0,169.0,49.0,https://pypi.org/project/sparkmagic,BSD-3-Clause,2020-11-18 04:17:49.000000,34.0,15568.0,https://anaconda.org/conda-forge/sparkmagic,2021-01-07 08:26:56.626000,24615.0,1.0,,,,,,,,,,,,,,,,,,
37,JupyterLab Git,A Git extension for JupyterLab.,https://github.com/jupyterlab/jupyterlab-git,,lab-extensions,26,True,jupyterlab/jupyterlab-git,jupyterlab-git,conda-forge/jupyterlab-git,https://github.com/jupyterlab/jupyterlab-git,2017-06-20 17:31:00.000000,2021-01-30 17:38:47.000000,2021-01-30 17:38:46.000000,166.0,80.0,341.0,779.0,1573.0,2020-12-24 10:39:39.000000,0.23.3,,12513.0,36.0,43.0,13.0,56.0,https://pypi.org/project/jupyterlab-git,BSD-3-Clause,2021-01-20 09:04:13.000000,30.0,10586.0,https://anaconda.org/conda-forge/jupyterlab-git,2020-12-24 12:08:48.622000,50116.0,1.0,,,,,,,,,,,,,,,,,,
38,OAuthenticator,OAuth + JupyterHub Authenticator = OAuthenticator.,https://github.com/jupyterhub/oauthenticator,,hub-auth,26,True,jupyterhub/oauthenticator,oauthenticator,conda-forge/oauthenticator,https://github.com/jupyterhub/oauthenticator,2014-09-23 21:37:06.000000,2021-02-04 12:01:00.000000,2021-02-04 11:58:52.000000,280.0,26.0,166.0,296.0,802.0,2021-02-04 12:01:00.000000,0.13.0,,8606.0,25.0,235.0,177.0,87.0,https://pypi.org/project/oauthenticator,BSD-3-Clause,2021-02-04 12:01:00.000000,58.0,8142.0,https://anaconda.org/conda-forge/oauthenticator,2020-12-04 15:19:49.591000,10209.0,1.0,,,,,,,,,,,,1.0,,,,,,
39,nbval,A py.test plugin to validate Jupyter notebooks.,https://github.com/computationalmodelling/nbval,,notebook-tools,25,True,computationalmodelling/nbval,nbval,conda-forge/nbval,https://github.com/computationalmodelling/nbval,2015-04-09 09:40:33.000000,2021-01-27 08:24:42.000000,2021-01-27 08:24:41.000000,35.0,32.0,59.0,331.0,435.0,2019-12-16 15:02:26.000000,0.9.5,,22950.0,18.0,1087.0,911.0,26.0,https://pypi.org/project/nbval,BSD-3-Clause,2020-02-12 12:05:18.000000,176.0,20525.0,https://anaconda.org/conda-forge/nbval,2020-07-31 11:51:06.985000,111595.0,2.0,,,,,,,,,,,,,,,,,,
